author_init,doi,keywords,scorings
a5072965626,10.1371/journal.pgen.1003493,"['Velocity dispersion', 'Star Formation', 'Astrophysical Simulations']","[0.51318985, 0.500214, 0.500175]"
a5072965626,10.1093/mnras/stw1123,"['Einstein radius', 'Sloan Digital Sky Survey', 'Stellar population', 'Stellar mass']","[0.82993126, 0.529082, 0.52359116, 0.48451942]"
a5072965626,10.1093/mnras/stab496,"['Gravitational Lensing', 'Submillimeter Array', 'High Angular Resolution', 'Adaptive Optics', 'Wavefront Sensing', 'South Pole Telescope']","[0.632056, 0.5599728, 0.516213, 0.513565, 0.501932, 0.43249428]"
a5072965626,10.1046/j.1365-8711.2000.03582.x,"['Velocity dispersion', 'Stellar mass', 'Sloan Digital Sky Survey']","[0.8282663, 0.5928991, 0.520299]"
a5072965626,10.1111/j.1365-2966.2011.18395.x,['Multi-Object Spectroscopy'],[0.460739]
a5072965626,10.1111/j.1365-2966.2011.19640.x,"['Strong gravitational lensing', 'Gravitational lensing formalism', 'Cosmological Parameters', 'Cosmology']","[0.7177644, 0.57503295, 0.554141, 0.543854]"
a5050309898,10.1093/mnras/stt680,"['Cold dark matter', 'Cosmological Parameters']","[0.7458936, 0.529246]"
a5050309898,10.1088/1475-7516/2010/10/013,['Baryon Acoustic Oscillations'],[0.441422]
a5022276793,10.1093/mnras/stx2099,"['Pathogenicity island', 'tRNA', 'RNA Structure', 'Intergenic region', 'Genomic island']","[0.72112817, 0.544983, 0.526784, 0.50937235, 0.41401058]"
a5022276793,10.1111/j.1365-2966.2012.21160.x,"['Inflow', 'Astrophysical Simulations']","[0.45580578, 0.427016]"
a5022276793,10.1093/mnras/stw2864,"['Stellar kinematics', 'Content (measure theory)', 'Monocular Depth Estimation']","[0.74276805, 0.59274185, 0.50672]"
a5075521248,10.1103/physrevlett.119.245701,['Astrophysical Simulations'],[0.483994]
a5075521248,10.1088/0953-8984/27/45/455104,['Magnetohydrodynamic Turbulence'],[0.480797]
a5075521248,10.2138/am-2022-8008,"['Stellar mass', 'Young Stellar Objects']","[0.4540719, 0.451161]"
a5048168479,10.1088/0953-8984/17/5/015,['Nanoribbons'],[0.545704]
a5048168479,10.1103/physrevb.93.075105,"['Amorphous ice', 'Brine', 'Structural Analysis', 'Recrystallization (geology)']","[0.70289266, 0.47982407, 0.466939, 0.4369458]"
a5008261497,10.1038/s41467-019-09039-7,['pH Sensing'],[0.459357]
a5008261497,10.1053/j.gastro.2018.04.012,['Policy Change'],[0.442285]
a5008261497,10.1002/sim.1912,"['Folding (DSP implementation)', 'Sequence (biology)', 'Critical point (mathematics)', 'Secondary Structure Prediction', 'Homology Modeling', 'Protein Synthesis', 'Proteins', 'Lattice protein']","[0.6208055, 0.5630788, 0.5449561, 0.524758, 0.516151, 0.504916, 0.504279, 0.4148206]"
a5008261497,10.1002/hep.25599,[],[]
a5006372418,10.1016/s2666-5247(23)00005-8,['Mineral Prospectivity'],[0.45776]
a5006372418,10.1126/science.abc3517,['High-Resolution NMR'],[0.457217]
a5006372418,10.1016/s0016-5085(03)00898-9,"['Metastability', 'Crystal Structure Prediction', 'Crystal (programming language)']","[0.8095046, 0.496994, 0.42500198]"
a5032837587,10.1056/nejmoa1007302,"['Dephasing', 'Energy Transfer', 'Hamiltonian (control theory)']","[0.65235496, 0.524531, 0.43610483]"
a5032837587,10.3201/eid1707.110059,"['Photosynthetic Acclimation', 'Photocycle Dynamics']","[0.541099, 0.53815]"
a5032837587,10.1093/mmy/myv008,"['DNA origami', 'DNA nanotechnology', 'Biological imaging']","[0.83817863, 0.562306, 0.44519243]"
a5032837587,10.1016/j.ijfoodmicro.2011.02.033,['Quantum Coherence'],[0.563995]
a5032837587,10.1093/infdis/jit195,['Coherent Manipulation'],[0.518679]
a5082959305,10.1016/j.jhep.2011.02.018,"['Peginterferon alfa-2a', 'Hepatitis C', 'Interferon alfa', 'HIV Infection', 'Pegylated interferon']","[0.6202205, 0.5301954, 0.5199936, 0.500034, 0.42538935]"
a5082959305,10.1016/j.jinf.2012.09.010,"['Treatment', 'Hepatitis C']","[0.505272, 0.49532047]"
a5082959305,10.3917/musur.104.0033,"['Gold standard (test)', 'Liver Fibrosis', 'Liver Biopsy']","[0.6808803, 0.566436, 0.536771]"
a5082959305,10.31751/i.50,"['Transient elastography', 'Liver Fibrosis', 'Liver Biopsy', 'Primary Biliary Cirrhosis', 'Non-invasive Assessment', 'Biliary cirrhosis']","[0.6001929, 0.536497, 0.523206, 0.511209, 0.508978, 0.4289413]"
a5082959305,10.7202/1068385ar,"['HBV Infection', 'Hepatitis B', 'Viral hepatitis']","[0.541232, 0.53391606, 0.49835253]"
a5082959305,10.1109/ieeeconf59510.2023.10335446,"['Lymphoproliferative disorders', 'Treatment', 'Antiviral treatment']","[0.5210447, 0.473165, 0.43395922]"
a5082959305,10.5209/rev_esim.2009.v5.30062,"['Erdheim–Chester disease', 'Erdheim-Chester Disease', 'Therapy Intensification']","[0.9308424, 0.587794, 0.562876]"
a5082959305,10.21437/interspeech.2011-534,['Viral Transmission'],[0.473231]
a5000035181,10.3389/frai.2023.1142997,"['Pandemic', 'Herd immunity', '2019-20 coronavirus outbreak', 'Social Distancing', 'Isolation (microbiology)', 'Coronavirus']","[0.7437275, 0.70090324, 0.53863156, 0.505774, 0.49077138, 0.41028202]"
a5000035181,10.1021/acs.est.7b01518,"['Liver Cirrhosis', 'Survival Rates', 'Liver disease']","[0.556945, 0.556222, 0.48777634]"
a5000035181,10.1016/j.ejop.2016.02.003,"['Meconium Ileus', 'Genome-wide association study', 'Cystic Fibrosis', 'Apical membrane', 'Genetic association']","[0.9030215, 0.8473412, 0.440477, 0.42864585, 0.41468033]"
a5008914363,10.1016/j.marpolbul.2015.08.022,"['Atopy', 'Asthma']","[0.82085097, 0.511538]"
a5008914363,10.1086/bblv227n2p93,"['Cholera', 'Pandemic', 'Vibrio cholerae', 'Cholera toxin', 'El Tor']","[0.89217293, 0.7744455, 0.533926, 0.5101326, 0.46077794]"
a5008914363,10.3354/aei00182,"['Identification (biology)', 'Mycology', 'DNA barcoding', 'Pathogen Diversity', 'Diagnosis', 'Biorepository']","[0.82880354, 0.6177212, 0.5820967, 0.513646, 0.506437, 0.44145548]"
a5008914363,10.1016/j.dsr2.2014.07.018,"['Mobile phone', 'Epidemiology', 'Digital Epidemiology', 'Cholera', 'Preparedness']","[0.68662107, 0.509409, 0.501291, 0.47059095, 0.46739396]"
a5008914363,10.48550/arxiv.2203.03022,"['Toxoplasmosis', 'Congenital toxoplasmosis', 'Diagnosis']","[0.65615386, 0.57427984, 0.507717]"
a5008914363,10.48550/arxiv.2111.05011,"['Coronavirus', 'Pathogenic organism', 'Immunocompromised Patients', 'Immunocompetence', 'Pandemic', '2019-20 coronavirus outbreak']","[0.61682856, 0.44491544, 0.439521, 0.43322566, 0.42502832, 0.41900867]"
a5008914363,10.5194/cp-12-1459-2016,"['Case fatality rate', 'Pandemic', 'Epidemiology', 'Cumulative incidence']","[0.5611718, 0.48709583, 0.482954, 0.44704157]"
a5008914363,10.3390/app10010302,"['Terbinafine', 'Squalene monooxygenase', 'Dermatophytes']","[0.9814614, 0.76643246, 0.488548]"
a5008914363,10.48550/arxiv.2301.12662,"['Meglumine antimoniate', 'Pentamidine', 'Meglumine', 'Leishmaniasis']","[0.89133054, 0.691511, 0.6670543, 0.518281]"
a5008914363,10.5898/jhri.5.1.coninx,['Preimplantation Genetic Diagnosis'],[0.497833]
a5012443434,10.1145/2851581.2856492,"['Musicology', 'Stylus']","[0.463376, 0.44886506]"
a5086118723,10.1080/09298215.2011.643314,"['Gender', 'Public Policy']","[0.557524, 0.525906]"
a5086118723,10.1016/j.patcog.2023.110108,['Arts'],[0.433508]
a5042745853,10.1207/s15516709cog2001_1,"['Paralanguage', 'Acoustic space', 'Similarity (geometry)', 'Acoustic Modeling', 'Speaker Verification', 'Audio-Visual Speech Recognition', 'Automatic Speech Recognition', 'Acoustic Scene Classification', 'Voice analysis']","[0.82973343, 0.7486234, 0.7082774, 0.634313, 0.601736, 0.599894, 0.556967, 0.548273, 0.48418668]"
a5042745853,10.3389/frobt.2020.00092,"['Identification (biology)', 'Vocal Learning', 'Environmental Sound Recognition', 'Audio Event Detection', 'Anthropogenic Noise', 'Avian Vocal Communication', 'Bioacoustics']","[0.62440825, 0.596801, 0.580662, 0.568222, 0.559961, 0.558686, 0.4780679]"
a5085170922,10.1145/3136755.3136780,"['Environmental DNA Sequencing', 'Metabarcoding', 'Marine ecosystem', 'DNA Barcoding', 'Environmental DNA', 'Ecological Assessment', 'Replicate', 'Benthos', 'Biotic index', 'Taxonomic rank']","[0.632239, 0.60811, 0.5944262, 0.583268, 0.578155, 0.533362, 0.52360755, 0.44867468, 0.42185324, 0.42045087]"
a5085170922,10.1007/11550617_20,"['Environmental DNA Sequencing', 'Environmental DNA', 'Metabarcoding', 'DNA Barcoding', 'Bioindicator', 'Biodiversity Monitoring', 'Protist']","[0.623652, 0.557106, 0.547392, 0.546967, 0.54142165, 0.540909, 0.45090523]"
a5085170922,10.1145/2702123.2702391,"['Environmental DNA', 'Diatom Biomineralization', 'Next-Generation Sequencing', 'DNA Barcoding', 'Environmental Monitoring']","[0.605647, 0.584653, 0.536657, 0.507207, 0.503137]"
a5085170922,10.1145/2858036.2858375,"['Meiobenthos', 'Metabarcoding', 'Deep-Sea Ecology']","[0.6125555, 0.544499, 0.541427]"
a5085170922,10.1145/3210586.3210603,"['Environmental DNA', 'Deep-Sea Ecology', 'Meiobenthos', 'Sediment Biodiversity', 'Benthos']","[0.572076, 0.568614, 0.556075, 0.527967, 0.44187573]"
a5085170922,10.1145/3411764.3445497,"['Ancient DNA', 'Environmental DNA', 'Geologic record']","[0.91841954, 0.573477, 0.57086504]"
a5085170922,10.1140/epjd/e2007-00306-3,"['Sound Synthesis', 'Environmental Sound Recognition', 'Acoustic Ecology', 'Macro']","[0.558419, 0.524831, 0.509569, 0.47359636]"
a5085170922,10.1145/1385569.1385575,"['Benchmark (surveying)', 'Representation (politics)', 'Auditory Processing', 'Acoustic Modeling', 'Environmental Sound Recognition', 'End-to-End Speech Recognition', 'Audio Event Detection', 'Code (set theory)']","[0.76095927, 0.6369454, 0.56353, 0.557403, 0.555353, 0.532391, 0.531128, 0.45302033]"
a5073978648,10.3389/frobt.2016.00037,"['Change Detection', 'Adaptive Algorithms']","[0.536587, 0.505863]"
a5073978648,10.1109/biorob.2008.4762795,"['Classification of discontinuities', 'Grasping', 'Curiosity-Driven Exploration', 'Robot Learning', 'Sampling-Based Algorithms', '3D Object Recognition']","[0.5768437, 0.535894, 0.533919, 0.524712, 0.524375, 0.512922]"
a5060825472,10.1609/aaai.v32i1.11939,"['Dynamic time warping', 'Gesture Recognition', 'Variation (astronomy)', 'Action Recognition', 'Human-Computer Interaction', 'Continuous Recognition', 'Motion Capture', 'Template']","[0.7845453, 0.680233, 0.6177701, 0.566742, 0.54664, 0.5455, 0.54102, 0.42711762]"
a5060825472,10.1016/j.ipm.2016.05.002,"['Gesture Recognition', 'Sound Synthesis', 'Environmental Sound Recognition', 'Acoustic Ecology']","[0.552458, 0.542726, 0.505136, 0.501488]"
a5005922530,10.1007/11552246_15,"['Dyad', 'Interpersonal Synchrony', 'Reciprocal', 'Affect (linguistics)', 'Reciprocity (cultural anthropology)', 'Child development']","[0.88564026, 0.639157, 0.58190435, 0.57061505, 0.53264165, 0.46076727]"
a5005922530,10.1145/3290605.3300813,"['Bounding overwatch', 'Pose Estimation', '3D Human Pose', 'Minimum bounding box', 'Multiple Object Tracking', 'Motion Detection', 'Object Tracking']","[0.7257352, 0.647768, 0.642435, 0.6275079, 0.559095, 0.547749, 0.521066]"
a5005922530,10.1007/s11548-016-1399-y,"['Residual feed intake', 'Control line', 'Feed Efficiency']","[0.85253584, 0.7442663, 0.530942]"
a5005922530,10.1109/toh.2024.3363422,"['Standard illuminant', 'Normalization (sociology)', 'Feature Matching', 'Multiple Object Tracking', 'Person Re-identification', 'Visual Tracking', 'Object Recognition']","[0.78630006, 0.61777097, 0.611471, 0.592565, 0.578934, 0.576504, 0.562156]"
a5019033794,10.1016/b978-0-444-62604-2.00022-8,"['Usability', 'Tangible User Interfaces', 'User Experience', 'Task Analysis', 'Interaction Design']","[0.577314, 0.553516, 0.533327, 0.532466, 0.518107]"
a5019033794,10.1177/105971230501300205,"['Finesse', 'Magnetic Field Amplification', 'Transverse field']","[0.8329127, 0.487869, 0.41730672]"
a5019033794,10.1371/journal.pbio.2004015,"['Visual search', 'Gaze Estimation', 'Eye Movement Analysis', 'Remote Gaze Estimation', 'Gesture Recognition', 'Parametrization (atmospheric modeling)', 'Eye Tracking', 'Position (finance)', 'Tracking (education)']","[0.66320837, 0.584636, 0.558375, 0.530702, 0.52604, 0.5104057, 0.505974, 0.48932618, 0.458926]"
a5019033794,10.1109/t-affc.2012.12,"['Usability Research', 'Technology Acceptance Model', 'Eye Movement Analysis', 'Perceived Ease of Use', 'Human-Computer Interaction']","[0.544999, 0.543431, 0.529785, 0.510215, 0.502604]"
a5084974660,10.1109/taffc.2016.2631594,"['Interventional neuroradiology', 'Neuroradiology', 'Metamagnetic Shape Memory Alloys', 'Ferromagnetic Shape Memory Alloys']","[0.6629529, 0.6080805, 0.530134, 0.503032]"
a5084974660,10.1109/tro.2011.2178151,"['Workstation Ergonomics', 'Operating Room Performance', 'Posture Analysis', 'Human Motion Simulation', 'Robotic Surgery']","[0.570253, 0.557948, 0.522472, 0.509382, 0.508777]"
a5084974660,10.3389/fnhum.2014.00947,"['Surgical instrument', 'Operating Room Performance', 'Sensory cue', 'Trainer']","[0.65252364, 0.500952, 0.47844127, 0.4231405]"
a5084974660,10.3389/fnbot.2018.00001,"['Ground truth', 'Ureteroscopy', 'Laser lithotripsy', 'Spectral Imaging', 'URETEROSCOPE']","[0.5812321, 0.5693109, 0.5303194, 0.469211, 0.42009163]"
a5000942708,10.1152/jn.00576.2018,"['Leverage (statistics)', 'Word Representation', 'Topic Modeling', 'Language Modeling', 'Software Defect Prediction', 'Neural Machine Translation', 'Natural language generation', 'Benchmark (surveying)', 'Dependency grammar']","[0.54910064, 0.532155, 0.518435, 0.5086, 0.504846, 0.503758, 0.48977852, 0.45385653, 0.4421486]"
a5024969402,10.1007/978-3-031-42626-1_4,"['Tracking (education)', 'Visual Odometry', 'Deformable Image Registration', 'Medical Image Analysis']","[0.5620967, 0.51475, 0.506498, 0.506455]"
a5016381589,10.1109/jstars.2020.3001830,"['Sleep', 'Neurons', 'Memory', 'Learning', 'Neurotransmission']","[0.546203, 0.514614, 0.514455, 0.512945, 0.502442]"
a5016381589,10.1109/icpr.2010.355,"['Dorsal raphe nucleus', 'Memory', 'Reward system']","[0.7483449, 0.49347, 0.44501436]"
a5016381589,10.1109/icassp.2016.7472117,"['Spike train', 'Neural Synchrony', 'Neural Activity', 'Working Memory', 'Coherence Resonance']","[0.576287, 0.526963, 0.523565, 0.513677, 0.500611]"
a5016381589,10.1109/radarconf2043947.2020.9266689,"['Reward Circuitry', 'Fear Conditioning', 'Behavioral Models', 'Sensory Processing']","[0.54286, 0.540202, 0.518979, 0.503637]"
a5016381589,10.5220/0002842901180123,['Navigation'],[0.504043]
a5016381589,10.1007/978-3-030-26980-7_78,"['Reward Processing', 'Heuristics', 'Prefrontal Cortex', 'Decision-making', 'Cortical Control', 'Sensory Processing', 'Neurophysiology']","[0.55272, 0.54754555, 0.537345, 0.523506, 0.520023, 0.50866, 0.47291264]"
a5016381589,10.1109/igarss46834.2022.9883253,"['Working Memory', 'Decision-making', 'Memory', 'Reward Processing']","[0.558201, 0.533727, 0.5083, 0.50256]"
a5049398785,10.1145/3569096,"['Affect (linguistics)', 'Contingency', 'Language Development', 'Child-Directed Speech', 'Child development']","[0.7202587, 0.5385775, 0.530177, 0.502839, 0.41956156]"
a5049398785,10.1109/humanoids.2013.7030008,"['iCub', 'Human-Robot Collaboration', 'Human Perception of Robots', 'Human-Robot Interaction', 'Safe Human-Robot Interaction', 'Robot Companionship', 'Human–robot interaction', 'Social robot', 'Social intelligence']","[0.76724565, 0.625853, 0.609737, 0.604885, 0.57196, 0.552193, 0.51311666, 0.48239055, 0.46937823]"
a5049398785,10.1016/j.biochi.2006.09.001,"['Emotion Recognition', 'Feature Extraction', 'Signal Decomposition', 'Affective Computing', 'Deep Learning for EEG', 'Feature (linguistics)', 'SIGNAL (programming language)']","[0.621289, 0.555925, 0.552374, 0.532161, 0.511311, 0.44909084, 0.4396017]"
a5049398785,10.1016/0198-0149(92)90053-v,"['Interpersonal Synchrony', 'Infant Understanding', 'Emotion Recognition', 'Cultural Learning', 'Human–robot interaction', 'Social learning', 'Social robot']","[0.54015, 0.506591, 0.503278, 0.501045, 0.48570713, 0.48321497, 0.46594608]"
a5049398785,10.1016/s0021-9673(00)88991-8,"['Biometrics', 'Multimodal Biometrics', 'Usability', 'Biometric Recognition', 'Security']","[0.638662, 0.556961, 0.534742, 0.528282, 0.504573]"
a5057665161,10.1016/j.jmarsys.2014.05.019,['Prosthetic Control'],[0.625619]
a5057665161,10.1177/0278364906061158,"['Upper Limb Function', 'Prehensile tail', 'Stroke Recovery', 'Motor learning', 'Disconnection']","[0.626347, 0.56954193, 0.525146, 0.5004015, 0.42028403]"
a5057665161,10.1023/b:auro.0000008671.38949.43,"['Judgement', 'Representation (politics)', 'Prosthetic Control', 'Upper Limb Function']","[0.7998339, 0.550681, 0.50645, 0.501581]"
a5057665161,10.1609/aiide.v7i1.12429,"['Prosthetic Control', 'Prosthetics', 'Workspace', 'Lower Limb']","[0.631041, 0.545512, 0.52637774, 0.509294]"
a5008211251,10.1016/j.robot.2004.03.012,"['Evolutionary Algorithms', 'Modular Robots', 'Robotics', 'Machine Learning', 'Deep Learning']","[0.823832, 0.76177, 0.755376, 0.685997, 0.668729]"
a5008211251,10.1109/tsmcb.2012.2214477,"['Bistability', 'Biochemical Modeling', 'Bursting']","[0.80679286, 0.535042, 0.4130327]"
a5008211251,10.1016/j.robot.2004.10.002,"['Nature-Inspired Algorithms', 'Differential Evolution', 'Constraint Handling', 'Autonomous agent']","[0.555939, 0.521917, 0.501968, 0.47289765]"
