author_init,doi,keywords,scorings
a5075692514,https://doi.org/10.1103/physreve.87.063008,Square (algebra),0.5195116
a5075692514,https://doi.org/10.1103/physreve.87.063008,Microcirculation,0.514921
a5075692514,https://doi.org/10.1103/physreve.87.063008,Suspension (topology),0.4415312
a5075692514,https://doi.org/10.1016/j.snb.2016.01.141,Biochip,0.99322057
a5075692514,https://doi.org/10.1016/j.snb.2016.01.141,Polydimethylsiloxane,0.74500144
a5075692514,https://doi.org/10.1016/j.snb.2016.01.141,Microfluidic Devices,0.601571
a5075692514,https://doi.org/10.1016/j.snb.2016.01.141,Microfluidics,0.598906
a5075692514,https://doi.org/10.1016/j.snb.2016.01.141,Nanofluidic Devices,0.570192
a5075692514,https://doi.org/10.1016/j.snb.2016.01.141,Lab-on-a-Chip,0.509459
a5075692514,https://doi.org/10.1016/j.snb.2016.01.141,Microreactor Technology,0.502265
a5076657262,https://doi.org/10.1080/00207543.2022.2037025,Reconfigurable Manufacturing Systems,0.557479
a5076657262,https://doi.org/10.1080/00207543.2022.2037025,Design for Manufacture,0.543589
a5076657262,https://doi.org/10.1080/00207543.2022.2037025,Product Cost Estimation,0.500032
a5076657262,https://doi.org/10.1016/j.aei.2014.05.003,Concurrent engineering,0.6246994
a5076657262,https://doi.org/10.1016/j.aei.2014.05.003,Computer-automated design,0.54500645
a5076657262,https://doi.org/10.1016/j.aei.2014.05.003,Control System Design,0.539102
a5076657262,https://doi.org/10.1016/j.aei.2014.05.003,Engineering Design,0.535935
a5076657262,https://doi.org/10.1016/j.aei.2014.05.003,Design Thinking,0.534002
a5076657262,https://doi.org/10.1016/j.aei.2014.05.003,Design for Manufacture,0.531263
a5076657262,https://doi.org/10.1016/j.aei.2014.05.003,Product data management,0.5251976
a5076657262,https://doi.org/10.1016/j.aei.2014.05.003,CAD/CAM Integration,0.524362
a5076657262,https://doi.org/10.1016/j.aei.2014.05.003,Design process,0.44334033
a5076657262,https://doi.org/10.1080/00207543.2021.1886369,Reconfigurable Manufacturing Systems,0.659614
a5076657262,https://doi.org/10.1080/00207543.2021.1886369,Product Modularity,0.625159
a5076657262,https://doi.org/10.1080/00207543.2021.1886369,Modular Product Architecture,0.613338
a5076657262,https://doi.org/10.1080/00207543.2021.1886369,Mass Customization,0.588241
a5076657262,https://doi.org/10.1080/00207543.2021.1886369,Modular Production,0.583722
a5076657262,https://doi.org/10.1080/00207543.2021.1886369,Time to market,0.4765737
a5076657262,https://doi.org/10.1080/00207543.2021.1886369,Build to order,0.47416773
a5076657262,https://doi.org/10.1080/00207543.2021.1886369,Manufacturing cost,0.44559857
a5076657262,https://doi.org/10.1016/j.jclepro.2015.02.026,Ecodesign,0.96792424
a5076657262,https://doi.org/10.1016/j.jclepro.2015.02.026,Design for Manufacture,0.544545
a5076657262,https://doi.org/10.1016/j.jclepro.2015.02.026,Remanufacturing,0.4897797
a5076657262,https://doi.org/10.1016/j.jclepro.2015.02.026,Product life-cycle management,0.48890606
a5076657262,https://doi.org/10.1016/j.jclepro.2015.02.026,Sustainable design,0.452088
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Interface (matter),0.63793284
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Control System Design,0.549928
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,CAD/CAM Integration,0.524627
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Computer-automated design,0.5193566
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Collaborative Design,0.517176
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Design for Manufacture,0.517026
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Engineering Design,0.512403
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Multidisciplinary design optimization,0.50049186
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Integrated design,0.49856353
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Concurrent engineering,0.4895738
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Design process,0.4734164
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,Traceability,0.42494
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Lean laboratory,0.7235787
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Implementation,0.6270217
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Lean Manufacturing,0.622214
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Lean IT,0.620143
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Lean Production,0.618742
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Lean Six Sigma,0.59177
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Operational excellence,0.5736803
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Performance Measurement,0.545702
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Integration Strategies,0.530463
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Human performance technology,0.5166848
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,Smart Manufacturing,0.515399
a5076657262,https://doi.org/10.1016/j.compind.2015.12.002,Interface (matter),0.72005844
a5076657262,https://doi.org/10.1016/j.compind.2015.12.002,Control System Design,0.55645
a5076657262,https://doi.org/10.1016/j.compind.2015.12.002,Engineering Design,0.515806
a5076657262,https://doi.org/10.1016/j.compind.2015.12.002,CAD/CAM Integration,0.505879
a5076657262,https://doi.org/10.1016/j.compind.2015.12.002,Collaborative Design,0.504786
a5076657262,https://doi.org/10.1007/s00170-021-06984-w,Reconfigurable Manufacturing Systems,0.653465
a5076657262,https://doi.org/10.1007/s00170-021-06984-w,Product Modularity,0.59245
a5076657262,https://doi.org/10.1007/s00170-021-06984-w,Modular Product Architecture,0.587879
a5076657262,https://doi.org/10.1007/s00170-021-06984-w,Modular Production,0.575818
a5076657262,https://doi.org/10.1007/s00170-021-06984-w,Mass Customization,0.556524
a5076657262,https://doi.org/10.1007/s00170-021-06984-w,Configuration design,0.4122748
a5076657262,https://doi.org/10.1080/0951192x.2016.1268718,Computer-aided manufacturing,0.5666502
a5076657262,https://doi.org/10.1080/0951192x.2016.1268718,Manufacturing execution system,0.5344016
a5076657262,https://doi.org/10.1080/0951192x.2016.1268718,Reconfigurable Manufacturing Systems,0.529552
a5076657262,https://doi.org/10.1080/0951192x.2016.1268718,Machine tool,0.52640957
a5076657262,https://doi.org/10.1080/0951192x.2016.1268718,CAD/CAM Integration,0.517862
a5076657262,https://doi.org/10.1080/0951192x.2016.1268718,Design for Manufacture,0.505684
a5076657262,https://doi.org/10.1080/0951192x.2016.1268718,Integrated Computer-Aided Manufacturing,0.45993236
a5076657262,https://doi.org/10.1080/0951192x.2016.1268718,Digital manufacturing,0.43642548
a5076657262,https://doi.org/10.1007/s12008-017-0401-4,Additive Manufacturing,0.564354
a5076657262,https://doi.org/10.1007/s12008-017-0401-4,Design for Manufacture,0.560453
a5076657262,https://doi.org/10.1007/s12008-017-0401-4,CAD/CAM Integration,0.556624
a5076657262,https://doi.org/10.1007/s12008-017-0401-4,Process Parameters,0.521198
a5076657262,https://doi.org/10.1007/s12008-017-0401-4,Material Characterization,0.517348
a5076657262,https://doi.org/10.1007/s12008-017-0401-4,Information model,0.49470016
a5076657262,https://doi.org/10.1007/s12008-017-0401-4,Product data management,0.45364285
a5076657262,https://doi.org/10.1016/j.eswa.2019.01.013,Design for Manufacture,0.554649
a5076657262,https://doi.org/10.1016/j.eswa.2019.01.013,Process Planning,0.549768
a5076657262,https://doi.org/10.1016/j.eswa.2019.01.013,Engineering Design,0.538063
a5076657262,https://doi.org/10.1016/j.eswa.2019.01.013,Knowledge-Based Systems,0.534712
a5076657262,https://doi.org/10.1016/j.eswa.2019.01.013,Planning Systems,0.512991
a5076657262,https://doi.org/10.1504/ijplm.2012.046429,Design for Manufacture,0.555446
a5076657262,https://doi.org/10.1504/ijplm.2012.046429,Process Planning,0.51865
a5076657262,https://doi.org/10.1007/s12008-015-0268-1,Programmer,0.58183545
a5076657262,https://doi.org/10.1007/s12008-015-0268-1,Computer-aided manufacturing,0.5532781
a5076657262,https://doi.org/10.1007/s12008-015-0268-1,CAD/CAM Integration,0.54638
a5076657262,https://doi.org/10.1007/s12008-015-0268-1,Reconfigurable Manufacturing Systems,0.540387
a5076657262,https://doi.org/10.1007/s12008-015-0268-1,Design for Manufacture,0.506675
a5076657262,https://doi.org/10.1007/s12008-015-0268-1,Machine tool,0.43943113
a5076657262,https://doi.org/10.1016/j.procir.2015.12.034,Computer-aided manufacturing,0.5574736
a5076657262,https://doi.org/10.1016/j.procir.2015.12.034,Manufacturing execution system,0.53961945
a5076657262,https://doi.org/10.1016/j.procir.2015.12.034,Reconfigurable Manufacturing Systems,0.537116
a5076657262,https://doi.org/10.1016/j.procir.2015.12.034,CAD/CAM Integration,0.532366
a5076657262,https://doi.org/10.1016/j.procir.2015.12.034,Design for Manufacture,0.506549
a5076657262,https://doi.org/10.1016/j.procir.2015.12.034,Machine tool,0.4496265
a5076657262,https://doi.org/10.1007/978-3-319-32156-1_6,Process Planning,0.542043
a5076657262,https://doi.org/10.1007/978-3-319-32156-1_6,Design Thinking,0.531964
a5076657262,https://doi.org/10.1007/978-3-319-32156-1_6,Design for Manufacture,0.527673
a5076657262,https://doi.org/10.1007/978-3-319-32156-1_6,Prototyping,0.515286
a5076657262,https://doi.org/10.1007/978-3-319-32156-1_6,Reconfigurable Manufacturing Systems,0.500977
a5076657262,https://doi.org/10.1080/09537287.2016.1177234,Reverse logistics,0.9272456
a5076657262,https://doi.org/10.1080/09537287.2016.1177234,Supply Chain Network Design,0.535633
a5076657262,https://doi.org/10.1080/09537287.2016.1177234,Integrated logistics support,0.52108514
a5076657262,https://doi.org/10.1017/s0890060416000366,Life Cycle Assessment,0.559533
a5076657262,https://doi.org/10.1017/s0890060416000366,Product life-cycle management,0.4917839
a5076657262,https://doi.org/10.1017/s0890060416000366,Business process reengineering,0.4904451
a5076657262,https://doi.org/10.3390/su132313323,Reconfigurable Manufacturing Systems,0.688869
a5076657262,https://doi.org/10.3390/su132313323,Tardiness,0.6381593
a5076657262,https://doi.org/10.3390/su132313323,Process Planning,0.586638
a5076657262,https://doi.org/10.3390/su132313323,Mass Customization,0.559636
a5076657262,https://doi.org/10.3390/su132313323,Control reconfiguration,0.54404825
a5076657262,https://doi.org/10.3390/su132313323,Design for Manufacture,0.541147
a5076657262,https://doi.org/10.3390/su132313323,Product Modularity,0.536516
a5076657262,https://doi.org/10.3722/cadaps.2011.531-544,Strategic Framework,0.591882
a5076657262,https://doi.org/10.3722/cadaps.2011.531-544,Information System Integration,0.548232
a5076657262,https://doi.org/10.3722/cadaps.2011.531-544,Small and Medium-Sized Enterprises,0.537594
a5076657262,https://doi.org/10.3722/cadaps.2011.531-544,Enterprise Architecture,0.52666
a5076657262,https://doi.org/10.3722/cadaps.2011.531-544,Enterprise Collaboration,0.509508
a5076657262,https://doi.org/10.3722/cadaps.2011.531-544,System lifecycle,0.4742507
a5076657262,https://doi.org/10.1186/s13243-014-0007-y,Reverse logistics,0.56582594
