author_init,doi,keywords,scorings
a5075692514,https://doi.org/10.1016/j.bej.2020.107783,"['PDX1', 'GLUT2', 'Organ-on-a-Chip', 'Lab-on-a-Chip', 'Pancreas Development', 'Pancreatic islets']","[0.74606514, 0.6272703, 0.568826, 0.546015, 0.52816, 0.42573255]"
a5075692514,https://doi.org/10.1016/j.bej.2003.09.010,"['Polydimethylsiloxane', 'Petri dish', 'Microfluidic Devices', 'Bioartificial liver device', 'Microcarrier']","[0.6174466, 0.533011, 0.503065, 0.42468622, 0.41149098]"
a5075692514,https://doi.org/10.1002/btpr.743,"['Biochip', 'Microfluidics', 'Microfluidic Devices']","[0.8905529, 0.560634, 0.50419]"
a5075692514,https://doi.org/10.1016/j.jcis.2010.11.038,"['Shear modulus', 'Microcirculation', 'Degree (music)']","[0.6524304, 0.528191, 0.491055]"
a5075692514,https://doi.org/10.1103/physreve.87.063008,"['Microfluidic Rheometry', 'Square (algebra)', 'Microcirculation', 'Suspension (topology)']","[0.603753, 0.5195116, 0.514921, 0.4415312]"
a5075692514,https://doi.org/10.1016/j.snb.2016.01.141,"['Biochip', 'Polydimethylsiloxane', 'Microfluidic Devices', 'Microfluidics', 'Nanofluidic Devices', 'Lab-on-a-Chip', 'Microreactor Technology']","[0.99322057, 0.74500144, 0.601571, 0.598906, 0.570192, 0.509459, 0.502265]"
a5076657262,https://doi.org/10.1080/00207543.2022.2037025,"['Reconfigurable Manufacturing Systems', 'Design for Manufacture', 'Product Cost Estimation']","[0.557479, 0.543589, 0.500032]"
a5076657262,https://doi.org/10.1016/j.aei.2014.05.003,"['Concurrent engineering', 'Computer-automated design', 'Control System Design', 'Engineering Design', 'Design Thinking', 'Design for Manufacture', 'Product data management', 'CAD/CAM Integration', 'Design process']","[0.6246994, 0.54500645, 0.539102, 0.535935, 0.534002, 0.531263, 0.5251976, 0.524362, 0.44334033]"
a5076657262,https://doi.org/10.1080/00207543.2021.1886369,"['Reconfigurable Manufacturing Systems', 'Product Modularity', 'Modular Product Architecture', 'Mass Customization', 'Modular Production', 'Time to market', 'Build to order', 'Manufacturing cost']","[0.659614, 0.625159, 0.613338, 0.588241, 0.583722, 0.4765737, 0.47416773, 0.44559857]"
a5076657262,https://doi.org/10.1016/j.jclepro.2015.02.026,"['Ecodesign', 'Design for Manufacture', 'Remanufacturing', 'Product life-cycle management', 'Sustainable design']","[0.96792424, 0.544545, 0.4897797, 0.48890606, 0.452088]"
a5076657262,https://doi.org/10.1007/s00163-016-0243-2,"['Interface (matter)', 'Control System Design', 'CAD/CAM Integration', 'Computer-automated design', 'Collaborative Design', 'Design for Manufacture', 'Engineering Design', 'Multidisciplinary design optimization', 'Integrated design', 'Concurrent engineering', 'Design process', 'Traceability']","[0.63793284, 0.549928, 0.524627, 0.5193566, 0.517176, 0.517026, 0.512403, 0.50049186, 0.49856353, 0.4895738, 0.4734164, 0.42494]"
a5076657262,https://doi.org/10.1016/j.ifacol.2016.07.551,"['Lean laboratory', 'Implementation', 'Lean Manufacturing', 'Lean IT', 'Lean Production', 'Lean Six Sigma', 'Operational excellence', 'Performance Measurement', 'Integration Strategies', 'Human performance technology', 'Smart Manufacturing']","[0.7235787, 0.6270217, 0.622214, 0.620143, 0.618742, 0.59177, 0.5736803, 0.545702, 0.530463, 0.5166848, 0.515399]"
a5076657262,https://doi.org/10.1016/j.compind.2015.12.002,"['Interface (matter)', 'Control System Design', 'Engineering Design', 'CAD/CAM Integration', 'Collaborative Design']","[0.72005844, 0.55645, 0.515806, 0.505879, 0.504786]"
a5076657262,https://doi.org/10.1007/s00170-021-06984-w,"['Reconfigurable Manufacturing Systems', 'Product Modularity', 'Modular Product Architecture', 'Modular Production', 'Mass Customization', 'Configuration design']","[0.653465, 0.59245, 0.587879, 0.575818, 0.556524, 0.4122748]"
a5076657262,https://doi.org/10.1016/j.eswa.2019.01.013,"['Design for Manufacture', 'Process Planning', 'Engineering Design', 'Knowledge-Based Systems', 'Planning Systems']","[0.554649, 0.549768, 0.538063, 0.534712, 0.512991]"
a5076657262,https://doi.org/10.1007/978-3-642-15973-2,[],[]
a5076657262,https://doi.org/10.1504/ijplm.2012.046429,"['Design for Manufacture', 'Process Planning']","[0.555446, 0.51865]"
a5076657262,https://doi.org/10.1080/0951192x.2016.1268718,"['Computer-aided manufacturing', 'Manufacturing execution system', 'Reconfigurable Manufacturing Systems', 'Machine tool', 'CAD/CAM Integration', 'Design for Manufacture', 'Integrated Computer-Aided Manufacturing', 'Digital manufacturing']","[0.5666502, 0.5344016, 0.529552, 0.52640957, 0.517862, 0.505684, 0.45993236, 0.43642548]"
a5076657262,https://doi.org/10.1007/s12008-017-0401-4,"['Additive Manufacturing', 'Design for Manufacture', 'CAD/CAM Integration', 'Process Parameters', 'Material Characterization', 'Information model', 'Product data management']","[0.564354, 0.560453, 0.556624, 0.521198, 0.517348, 0.49470016, 0.45364285]"
a5076657262,https://doi.org/10.1016/j.procir.2015.12.034,"['Computer-aided manufacturing', 'Manufacturing execution system', 'Reconfigurable Manufacturing Systems', 'CAD/CAM Integration', 'Design for Manufacture', 'Machine tool']","[0.5574736, 0.53961945, 0.537116, 0.532366, 0.506549, 0.4496265]"
a5076657262,https://doi.org/10.1007/s12008-015-0268-1,"['Programmer', 'Computer-aided manufacturing', 'CAD/CAM Integration', 'Reconfigurable Manufacturing Systems', 'Design for Manufacture', 'Machine tool']","[0.58183545, 0.5532781, 0.54638, 0.540387, 0.506675, 0.43943113]"
a5076657262,https://doi.org/10.1080/09537287.2016.1177234,"['Reverse logistics', 'Supply Chain Network Design', 'Integrated logistics support']","[0.9272456, 0.535633, 0.52108514]"
a5076657262,https://doi.org/10.1007/978-3-319-32156-1_6,"['Process Planning', 'Design Thinking', 'Design for Manufacture', 'Prototyping', 'Reconfigurable Manufacturing Systems']","[0.542043, 0.531964, 0.527673, 0.515286, 0.500977]"
a5076657262,https://doi.org/10.1017/s0890060416000366,"['Life Cycle Assessment', 'Business process reengineering', 'Product life-cycle management']","[0.559533, 0.5084721, 0.48187858]"
a5076657262,https://doi.org/10.1186/s13243-014-0007-y,"['Reverse logistics', 'Supply Chain Network Design', 'Remanufacturing', 'Recycling']","[0.56582594, 0.531487, 0.529241, 0.51209]"
a5076657262,https://doi.org/10.1177/1063293x15589767,"['Build to order', 'Decoupling (probability)', 'Mass Customization', 'Customer Integration', 'Product Design', 'Design Thinking', 'Modular Product Architecture']","[0.69724286, 0.58885634, 0.572998, 0.537072, 0.536172, 0.529445, 0.527177]"
a5076657262,https://doi.org/10.3390/su132313323,"['Reconfigurable Manufacturing Systems', 'Tardiness', 'Process Planning', 'Mass Customization', 'Control reconfiguration', 'Design for Manufacture', 'Product Modularity']","[0.688869, 0.6381593, 0.586638, 0.559636, 0.54404825, 0.541147, 0.536516]"
a5076657262,https://doi.org/10.1016/j.cirpj.2008.10.005,['Design for Manufacture'],[0.51791]
a5076657262,https://doi.org/10.1016/j.procir.2014.03.176,"['Product data management', 'Product design specification', 'Product engineering', 'Design for Manufacture', 'Process Planning', 'Design Thinking', 'Model-Integrated Mechatronics', 'Product Cost Estimation']","[0.62082005, 0.61991787, 0.58657396, 0.555296, 0.5379, 0.523832, 0.509858, 0.508469]"
a5076657262,https://doi.org/10.1177/1063293x17734591,"['Interface (matter)', 'Integrated design', 'Design knowledge', 'Design for Manufacture', 'Concurrent engineering']","[0.6699673, 0.55080247, 0.50702286, 0.50666, 0.4375036]"
a5076657262,https://doi.org/10.24867/ijiem-2022-1-301,"['Reconfigurable Manufacturing Systems', 'Product Cost Estimation', 'Process Planning', 'Product Modularity', 'Modular Product Architecture']","[0.663456, 0.592172, 0.587307, 0.565331, 0.556099]"
a5060263799,https://doi.org/10.1016/1350-4533(95)97314-f,"['Cancellous bone', 'Hounsfield scale', 'Mechanical Characterization', 'Bone Mineral Density', 'Collagen Fiber Orientation']","[0.87047225, 0.7925283, 0.56405, 0.524496, 0.501976]"
a5060263799,https://doi.org/10.1016/s0021-9290(02)00022-2,"['Orthotropic material', 'Natural frequency', 'Femoroacetabular Impingement', 'Cadaveric spasm']","[0.95774376, 0.41421607, 0.412096, 0.4115224]"
a5060263799,https://doi.org/10.1080/10255840701550287,"['Finite Element Analysis', 'Mechanical Characterization', 'Deformation Analysis', 'Surface Profilometry', 'Hyperelastic Modeling']","[0.563998, 0.536416, 0.536278, 0.531999, 0.525978]"
a5060263799,https://doi.org/10.1016/s0888-613x(02)00066-x,"['Simplicity', 'Representation (politics)', 'Belief Functions', 'Matrix (chemical analysis)']","[0.72743917, 0.63213533, 0.585539, 0.5243095]"
a5060263799,https://doi.org/10.1007/s00776-006-1104-z,"['X-ray microtomography', 'Bone Mineral Density']","[0.5301783, 0.523873]"
a5060263799,https://doi.org/10.1002/jmri.21523,"['Muscle Stiffness Measurement', 'Tissue Elasticity Mapping', 'Ultrasound Elastography', 'Magnetic Resonance Elastography', 'Soft Tissue Elasticity', 'Elasticity (physics)']","[0.636368, 0.595318, 0.582148, 0.580801, 0.547083, 0.5147879]"
a5060263799,https://doi.org/10.1016/j.clinimag.2010.07.009,"['Muscle Stiffness Measurement', 'Tissue Elasticity Mapping', 'Magnetic Resonance Elastography', 'Ultrasound Elastography', 'Electrical Impedance Tomography', 'Parenchyma', 'Medulla', 'Renal sinus']","[0.63996, 0.562027, 0.560974, 0.534967, 0.508842, 0.4438756, 0.44384408, 0.4277646]"
a5060263799,https://doi.org/10.1016/j.jbiomech.2010.10.025,"['Muscle architecture', 'Tissue Elasticity Mapping', 'Muscle Stiffness Measurement', 'Ultrasound Elastography', 'Musculoskeletal Modeling', 'Magnetic Resonance Elastography', 'Fascicle']","[0.7427236, 0.615598, 0.606519, 0.580955, 0.577219, 0.56435, 0.48453563]"
a5060263799,https://doi.org/10.3390/s16111914,"['Sensor Fusion', 'Kalman Filtering', 'Motion Tracking', 'Quaternion-Based Methods', 'Pulse Oximetry', 'Knee flexion']","[0.623296, 0.569341, 0.549977, 0.525283, 0.521484, 0.46147203]"
a5060263799,https://doi.org/10.1016/s0021-9290(98)00018-9,"['Bone Mineral Density', 'Human bone']","[0.503155, 0.41146326]"
a5060263799,https://doi.org/10.1016/s0268-0033(98)00091-6,"['Contact area', 'Hydrostatic pressure', 'Knee Biomechanics', 'Contact mechanics', 'Hydrostatic equilibrium']","[0.6958865, 0.57074374, 0.53198, 0.5122611, 0.44418874]"
a5060263799,https://doi.org/10.1016/j.jbiomech.2003.09.013,"['Soft Tissue Elasticity', 'Tissue Elasticity Mapping', 'Muscle Stiffness Measurement', 'Ultrasound Elastography', 'Nonlinear Ultrasonic Techniques']","[0.584763, 0.583043, 0.539678, 0.520827, 0.510937]"
a5060263799,https://doi.org/10.1016/j.clinbiomech.2006.05.006,"['Knee Biomechanics', 'Biomechanics']","[0.597876, 0.41013598]"
a5060263799,https://doi.org/10.1016/j.clinbiomech.2011.04.004,"['Muscle Stiffness Measurement', 'Tissue Elasticity Mapping', 'Magnetic Resonance Elastography', 'Soft Tissue Elasticity', 'Ultrasound Elastography', 'Muscle stiffness']","[0.663042, 0.624923, 0.580482, 0.566152, 0.535984, 0.53188926]"
a5060263799,https://doi.org/10.1080/10255842.2011.558086,"['Motion capture', 'Musculoskeletal Modeling', 'Motion analysis']","[0.64359117, 0.64245, 0.4116838]"
a5060263799,https://doi.org/10.1371/journal.pone.0200899,"['Spinal Fusion', 'Degeneration (medical)', 'Intervertebral disc', 'Lumbar Disc Degeneration']","[0.650827, 0.646201, 0.61217, 0.527241]"
a5060263799,https://doi.org/10.1155/2018/7631818,"['Musculoskeletal Modeling', 'Skeletal Muscle Atrophy']","[0.594432, 0.537416]"
a5060263799,https://doi.org/10.1111/acer.12025,"['Magnetic resonance elastography', 'Cutoff', 'Gold standard (test)', 'Liver Fibrosis', 'Liver Biopsy', 'Liver Regeneration']","[0.8119304, 0.79326975, 0.61361873, 0.556935, 0.537802, 0.518848]"
a5060263799,https://doi.org/10.3389/fbioe.2015.00005,"['Intervertebral disc', 'Degeneration (medical)', 'Vertebrae Detection', 'Lumbar Disc Degeneration', 'Degenerative Disc Disease', 'Spine Segmentation', 'Vertebral Labeling', 'Hyperelastic material', 'Intervertebral disk']","[0.7913174, 0.75563157, 0.55081, 0.53664, 0.522705, 0.515993, 0.512997, 0.4851752, 0.4302619]"
a5060263799,https://doi.org/10.1016/s1058-2746(98)90219-1,"['Cancellous bone', 'Biomechanical Evaluation', 'Biomechanics']","[0.7805276, 0.474251, 0.46416122]"
a5060263799,https://doi.org/10.1097/00004694-199703000-00004,"['Acetabular Fractures', 'Surgical planning', 'Hip dysplasia']","[0.533069, 0.5319842, 0.4448761]"
a5060263799,https://doi.org/10.1016/j.jbiomech.2012.01.017,"['Soft Tissue Elasticity', 'Viscoelastic Properties', 'Tissue Elasticity Mapping', 'Hyperelastic Modeling', 'Magnetic Resonance Elastography', 'Hyperelastic material', 'Kelvin–Voigt material', 'Shear modulus']","[0.574783, 0.571985, 0.566265, 0.558635, 0.553183, 0.5408692, 0.479885, 0.4685643]"
a5060263799,https://doi.org/10.1002/9781118930991,"['Biomechanics', 'Glenohumeral Instability', 'Arthroscopic Repair', 'Rehabilitation', 'Scapular Dyskinesis', 'Proximal Humerus Fractures']","[0.88249725, 0.566199, 0.565109, 0.563814, 0.546463, 0.530713]"
a5060263799,https://doi.org/10.1155/2020/5039329,"['Simulation-Based Training', 'Hyperelastic Modeling', 'Mesh Deformation', 'Virtual Reality Training', 'Texture Mapping', 'Interface (matter)']","[0.564383, 0.527713, 0.519189, 0.517814, 0.509619, 0.44625503]"
a5060263799,https://doi.org/10.1302/0301-620x.81b1.9053,"['Foot (prosody)', 'Foot deformity', 'Ligament Reconstruction']","[0.8270868, 0.7371495, 0.474679]"
a5059667793,https://doi.org/10.1109/tbme.2011.2151861,"['Canonical correlation', 'Signal Decomposition', 'Empirical Mode Decomposition', 'Blind Separation', 'Source Separation', 'SIGNAL (programming language)']","[0.78552735, 0.603968, 0.601211, 0.524956, 0.504996, 0.44938603]"
a5059667793,https://doi.org/10.1007/s11517-014-1170-x,"['Surface EMG', 'Musculoskeletal Modeling', 'Root mean square', 'EEG Analysis', 'Muscle Synergies', 'Electromyography']","[0.554284, 0.543119, 0.51416683, 0.508072, 0.502915, 0.502551]"
a5059667793,https://doi.org/10.1016/j.compbiomed.2016.04.019,"['Surface EMG', 'Electromyography', 'SIGNAL (programming language)']","[0.631228, 0.505926, 0.47510704]"
a5059667793,https://doi.org/10.1007/s11517-016-1521-x,"['Signal Decomposition', 'Deep Learning for EEG', 'Surface EMG', 'EEG Analysis', 'Canonical correlation', 'Gaussian noise']","[0.614877, 0.541581, 0.524588, 0.511994, 0.45667052, 0.41154963]"
a5059667793,https://doi.org/10.1016/j.compbiomed.2017.02.003,"['Root mean square', 'Surface EMG', 'Deep Learning for EEG', 'SIGNAL (programming language)']","[0.69110394, 0.54497, 0.503134, 0.44929495]"
a5059667793,https://doi.org/10.1016/j.bspc.2022.104446,"['Surface EMG', 'Electromyography', 'Musculoskeletal Modeling', 'Biceps brachii muscle', 'Muscle Fatigue', 'Sensory Feedback', 'Motor unit']","[0.578121, 0.549768, 0.540761, 0.52696425, 0.51651, 0.512938, 0.44630122]"
a5059667793,https://doi.org/10.1155/2007/32570,"['Dynamic Time Warping', 'Normalization (sociology)']","[0.489954, 0.43083805]"
a5059667793,https://doi.org/10.1109/icabme.2013.6648881,"['Musculoskeletal Modeling', 'Surface EMG', 'SIGNAL (programming language)', 'Sensor fusion']","[0.54199, 0.504524, 0.5006883, 0.45441163]"
a5059667793,https://doi.org/10.1080/10255842.2013.867952,"['Surface EMG', 'Musculoskeletal Modeling', 'Electrical Stimulation', 'Electromyography', 'Biceps brachii muscle']","[0.585765, 0.527304, 0.520015, 0.506689, 0.50452507]"
a5059667793,https://doi.org/10.1016/j.csda.2009.08.003,"['Image warping', 'Curve fitting', 'Dynamic time warping', 'Axonal Tracking', 'Shape parameter', 'Parametric equation']","[0.5781014, 0.5085629, 0.5050412, 0.470895, 0.46746352, 0.44201475]"
a5059667793,https://doi.org/10.1016/j.clinbiomech.2019.07.012,"['Postural Stability', 'Motion analysis']","[0.514243, 0.42367855]"
a5059667793,https://doi.org/10.1016/j.compbiomed.2019.103480,"['Functional electrical stimulation', 'Motor unit', 'Musculoskeletal Modeling', 'Neuroprosthetics', 'Sensory Feedback', 'Muscle Synergies', 'Motor unit recruitment']","[0.6836722, 0.6431325, 0.614495, 0.51180404, 0.508307, 0.508114, 0.44968337]"
a5059667793,https://doi.org/10.1109/tsp.2005.855106,"['Dynamic time warping', 'Image warping', 'Complement (music)', 'Sensory Analysis', 'Formalism (music)', 'SIGNAL (programming language)']","[0.7525548, 0.590686, 0.56069124, 0.497973, 0.48204193, 0.42228895]"
a5059667793,https://doi.org/10.1080/10255842.2015.1070578,"['Biomechanics', 'Musculoskeletal Modeling']","[0.7485939, 0.561324]"
a5059667793,,"['Deep Learning for EEG', 'EEG Analysis', 'Surface EMG', 'Sensory Feedback', 'SIGNAL (programming language)']","[0.533006, 0.520423, 0.515644, 0.502479, 0.49972248]"
a5059667793,https://doi.org/10.1016/j.compbiomed.2017.07.023,"['Musculoskeletal Modeling', 'Surface EMG', 'Deep Learning for EEG', 'Electromyography']","[0.526898, 0.523751, 0.521285, 0.507214]"
a5059667793,https://doi.org/10.1016/j.jbiomech.2017.11.028,"['Torso', 'Postural Stability', 'Exercise Capacity']","[0.8366027, 0.516135, 0.501381]"
a5059667793,https://doi.org/10.1109/embc.2016.7591044,"['Motor unit', 'Root mean square', 'Surface EMG', 'Musculoskeletal Modeling', 'Motor Unit Recruitment', 'Sensorimotor Learning', 'Visuomotor Integration']","[0.692138, 0.5723069, 0.545776, 0.539475, 0.538262, 0.507062, 0.500654]"
a5059667793,https://doi.org/10.1016/j.compbiomed.2021.104308,"['EEG Analysis', 'ECG Signal', 'Signal Processing', 'Arrhythmia Detection', 'Deep Learning for EEG', 'Discriminator']","[0.592391, 0.52455, 0.52209, 0.520537, 0.517946, 0.49198362]"
a5059667793,https://doi.org/10.1016/j.bspc.2023.105258,"['Motor unit', 'Curve fitting', 'Motor Unit Recruitment', 'Motion Artifact Reduction', 'Continuous Blood Pressure Estimation', 'Conductivity Imaging', 'Normalization (sociology)', 'Root mean square']","[0.581832, 0.58180994, 0.5284, 0.527531, 0.512424, 0.511615, 0.4572643, 0.45220613]"
a5059667793,https://doi.org/10.1016/j.bspc.2023.105634,"['Magnetic Resonance Imaging', 'Perfusion Imaging', 'Harmonic']","[0.549436, 0.512457, 0.49004805]"
a5059667793,https://doi.org/10.1016/j.irbm.2024.100839,"['Bioelectrical Impedance Analysis', 'Bioimpedance Analysis', 'Electrical Impedance Tomography', 'Body water', 'Body Composition', 'Body Mass Index']","[0.635244, 0.61255, 0.555723, 0.5225008, 0.517032, 0.504021]"
a5059667793,https://doi.org/10.1016/j.irbm.2024.100851,"['Bioelectrical Impedance Analysis', 'Biceps brachii muscle']","[0.506678, 0.47064823]"
