authFullName_s,authIdHal_i,authIdHal_s,title_s,halId_s,producedDateY_i,doiId_s,keyword_s,abstract_s,uri_s,domain_s,llama3-8b-8192,llama3-70b-8192
"['Gilles Bailly', 'Éric Lecolinet', 'Laurence Nigay']","[10738, 174384, 9671]","['gilles-bailly', 'eric-lecolinet', 'laurence-nigay']",Visual Menu Techniques,hal-01258368,2017,10.1145/3002171,"['Menus', 'Menu techniques', 'Menu selection', 'Interaction techniques', 'HCI']","['Menus are used for exploring and selecting commands in interactive applications. They are widespread in current systems and used by a large variety of users. As a consequence, they have motivated many studies in Human-Computer Interaction (HCI). Facing the large variety of menus, it is difficult to have a clear understanding of the design possibilities and to ascertain their similarities and differences. In this article, we address a main challenge of menu design: the need to characterize the design space of menus. To do this, we propose a taxonomy of menu properties that structures existing work on visual menus. In order to highlight the impact of the properties on performance, we begin by refining performance through a list of quality criteria and by reviewing existing analytical and empirical methods for quality evaluation. The taxonomy of menu properties is an unavoidable step toward the elaboration of advanced predictive models of menu performance and the optimization of menus. A key point of this work is to focus both on menus and on the properties of menus, to enable a fine-grained analysis in terms of performance.']",https://hal.science/hal-01258368v2,"['0.info', '1.info.info-hc']","['Menus' 'Human-Computer Interaction' 'HCI' 'Menu Design' 'Taxonomy'
 'Performance' 'Quality Criteria' 'Visual Menus']","['Menus' 'Human-Computer Interaction' 'Menu Design' 'Performance'
 'Quality Criteria' 'Visual Menus' 'Taxonomy' 'Menu Properties']"
"['Katta Spiel', 'Emeline Brulé', 'Christopher Frauenberger', 'Gilles Bailly', 'Geraldine Fitzpatrick']","[6180, 1034518, 10738, 1018519]","['emeline-brule', 'gilles-bailly']",Micro-Ethics for Participatory Design with Marginalised Children,hal-01839208,2018,10.1145/3210586.3210603,"['Children', 'Participatory Research', 'Ethics', 'HCI-Sorbonne', 'Marginalisation', 'Accessibility theory', 'Design']","['Marginalised children are uniquely vulnerable within western societies. Conducting participatory design research with them comes with particular ethical challenges, some of which we illustrate in this paper. Through several examples across two different partic-ipatory design projects (one with autistic children, another with visually impaired children), we reflect on the often overlooked tensions on the level of micro-ethics. We argue we are often required to rely on multiple moral frames of references. We discuss issues that the immediate interaction between researchers and marginalised children in participatory projects can bring and offer an understanding of how micro-ethics manifest in these collaborations. We contribute to a theoretical exploration of ethical encounters based on empirical grounds, which can guide other researchers in their participatory endeavours.']",https://hal.science/hal-01839208,"['0.shs', '1.shs.edu', '0.shs', '1.shs.info', '0.shs', '1.shs.socio']",['children' 'participatory design' 'micro-ethics' 'ethical challenges'],"['Participatory design' 'Marginalised children' 'Ethical challenges'
 'Micro-ethics' 'Autistic children' 'Visually impaired children'
 'Researchers' 'Participatory projects']"
"['Gilles Bailly', 'Eric Lecolinet', 'Laurence Nigay']","[10738, 174384, 9671]","['gilles-bailly', 'eric-lecolinet', 'laurence-nigay']","Flower Menus: A New Type of Marking Menu with Large Menu Breadth, Within groups and Efficient Expert Mode Memorization",hal-01894182,2008,10.1145/1385569.1385575,"['H52 User Interfaces Interaction styles I36 Methodology and Techniques Interaction techniques General Terms Design', 'Human Factors', 'Marking menus', 'Polygon menus', 'Flower menus', 'Within groups', 'Curved gestures', 'Novice mode', 'Expert mode', 'Learning performance']","['This paper presents Flower menu, a new type of Marking menu that does not only support straight, but also curved gestures for any of the 8 usual orientations. Flower menus make it possible to put many commands at each menu level and thus to create as large a hierarchy as needed for common applications. Indeed our informal analysis of menu breadth in popular applications shows that a quarter of them have more than 16 items. Flower menus can easily contain 20 items and even more (theoretical maximum of 56 items). Flower menus also support within groups as well as hierarchical groups. They can thus favor breadth organization (within groups) or depth organization (hierarchical groups): as a result, the designers can lay out items in a very flexible way in order to reveal meaningful item groupings. We also investigate the learning performance of the expert mode of Flower menus. A user experiment is presented that compares linear menus (baseline condition), Flower menus and Polygon menus, a variant of Marking menus that supports a breadth of 16 items. Our experiment shows that Flower menus are more efficient than both Polygon and Linear menus for memorizing command activation in expert mode.']",https://hal.sorbonne-universite.fr/hal-01894182,"['0.info', '1.info.info-hc']","['Marking menu' 'Flower menu' 'Menu breadth' 'Gesture' 'Hierarchy'
 'Linear menu' 'Expert mode' 'Memorization']","['Flower menus' 'Marking menu' 'gestures' 'orientations' 'hierarchy'
 'menu breadth' 'applications' 'menu items' 'groups' 'hierarchical groups'
 'user experiment' 'Linear menus' 'Polygon menus' 'expert mode'
 'memorization']"
"['Gilles Bailly', 'Robert Walter', 'J.-P. Müller', 'Tongyan Ning', 'Eric Lecolinet']","[10738, 174384]","['gilles-bailly', 'eric-lecolinet']","Comparing Free Hand Menu Techniques for Distant Displays using Linear, Marking and Finger-Count Menus",hal-00826676,2011,10.1007/978-3-642-23771-3_19,"['Finger-Counting', 'Depth-Camera', 'Public display', 'ITV', 'Menus']","['Distant displays such as interactive Public Displays (IPD) or Interactive Television (ITV) require new interaction techniques as traditional input devices may be limited or missing in these contexts. Free hand interaction, as sensed with computer vision techniques, presents a promising interaction technique. This paper presents the adaptation of three menu techniques for free hand interaction: Linear menu, Marking menu and Finger-Count menu. The first study based on a Wizard-of-OZ protocol focuses on Finger-Counting postures in front of interactive television and public displays. It reveals that participants do choose the most efficient gestures neither before nor after the experiment. Results are used to develop a Finger-Count recognizer. The second experiment shows that all techniques achieve satisfactory accuracy. It also shows that Finger-Count requires more mental demand than other techniques.']",https://imt.hal.science/hal-00826676,"['0.info', '1.info.info-hc']","['Free Hand' 'Menu Techniques' 'Distant Displays' 'Public Displays'
 'Interactive Television' 'Computer Vision' 'Linear Menu' 'Marking Menu'
 'Finger-Count Menu' 'Wizard-of-OZ Protocol' 'Gesture Recognition']","['Interactive Displays' 'Free Hand Interaction' 'Computer Vision'
 'Menu Techniques' 'Linear Menu' 'Marking Menu' 'Finger-Count Menu'
 'Interactive Television' 'Public Displays' 'Gesture Recognition']"
"['Sylvain Malacria', 'Gilles Bailly', 'Joel Harrison', 'Andy Cockburn', 'Carl Gutwin']","[6822, 10738, 1016856]","['sylvain-malacria', 'gilles-bailly']",Promoting Hotkey Use through Rehearsal with ExposeHK,hal-01894253,2013,10.1145/2470654.2470735,"['Keyboard Shortcuts', 'Author Keywords Hotkeys', 'Shortcuts', 'Rehearsal', 'Menus', 'Expert Mode', 'Novice Mode', 'Command Selection', 'Keyboard Shortcuts']","['Keyboard shortcuts allow fast interaction, but they are known to be infrequently used, with most users relying heavily on traditional pointer-based selection for most commands. We describe the goals, design, and evaluation of ExposeHK, a new interface mechanism that aims to increase hotkey use. ExposeHK’s four key design goals are: 1) enable users to browse hotkeys; 2) allow non-expert users to issue hotkey commands as a physical rehearsal of expert performance; 3) exploit spatial memory to assist non-expert users in identifying hotkeys; and 4) maximise expert performance by using consistent shortcuts in a flat command hierarchy. ExposeHK supports these objectives by displaying hotkeys overlaid on their associated commands when a modifier key is pressed. We evaluated ExposeHK in three empirical studies using toolbars, menus, and a tabbed ‘ribbon’ toolbar. Results show that participants used more hotkeys, and used them more often, with ExposeHK than with other techniques; they were faster with ExposeHK than with either pointing or other hotkey methods; and they strongly preferred ExposeHK. Our research shows that ExposeHK can substantially improve the user’s transition from a ‘beginner mode’ of interaction to a higher level of expertise.']",https://hal.science/hal-01894253,"['0.info', '1.info.info-hc']","['hotkeys' 'shortcuts' 'interface' 'design' 'evaluation' 'ExposeHK'
 'user experience' 'performance' 'spatial memory' 'hotkey use']","['Keyboard shortcuts' 'hotkey use' 'interface mechanism' 'design goals'
 'spatial memory' 'expert performance' 'command hierarchy'
 'empirical studies' 'toolbars' 'menus' 'ribbon toolbar' 'hotkey methods'
 'user interaction' 'beginner mode' 'expertise']"
"['Gilles Bailly', 'Thomas Pietrzak', 'Jonathan Deber', 'Daniel J. Wigdor']","[10738, 1575, 941262, 941263]","['gilles-bailly', 'thomaspietrzak']",Metamorphe: Augmenting Hotkey Usage with Actuated Keys,hal-00822359,2013,10.1145/2470654.2470734,"['User-Defined Gestures', 'Shape-Changing Interface', 'Hotkeys', 'Height-Changing keys', 'Augmented keyboard', 'Human - Computer Interaction']","['Hotkeys are an efficient method of selecting commands on a keyboard. However, these shortcuts are often underused by users. We present Metamorphe, a novel keyboard with keys that can be individually raised and lowered to promote hotkeys usage. MÃ©tamorphe augments the output of traditional keyboards with haptic and visual feedback, and offers a novel design space for user input on raised keys (e.g., gestures such as squeezing or pushing the sides of a key). We detail the implementation of Metamorphe and discuss design factors. We also report two user studies. The first is a user-defined interface study that shows that the new input vocabulary is usable and useful, and provides insights into the mental models that users associate with raised keys. The second user study shows improved eyes-free selection performance for raised keys as well as the surrounding unraised keys.']",https://inria.hal.science/hal-00822359,"['0.info', '1.info.info-hc', '0.info', '1.info.info-dl']",['Hotkeys' 'Metamorphe' 'Keyboard' 'Shortcuts'],"['Hotkeys' 'Keyboard' 'Metamorphe' 'Haptic' 'Visual' 'Feedback'
 'User Input' 'Gestures' 'Interface' 'Usability' 'Eyes-free Selection']"
"['Gilles Bailly', 'Eric Lecolinet', 'Yves Guiard']","[10738, 174384, 173797]","['gilles-bailly', 'eric-lecolinet', 'yves-guiard']",Finger-Count & Radial-Stroke Shortcuts: Two Techniques for Augmenting Linear Menus on Multi-Touch Surfaces,hal-01894198,2010,10.1145/1753326.1753414,"['Menu techniques', 'Multi-touch', 'Multi-finger interaction', 'Two-handed interaction']","['Figure 1: Left: Finger-Count Shortcuts: the non-dominant hand (NDH) selects the pulldown menu in the menubar while the dominant hand (DH) selects the item. Favorite Menus (resp. items) are selected according to the number of fingers of the NDH (resp. DH) that are pressed on the surface. Right: Radial-Stroke Shortcuts: at least two fingers of the NDH are pressed to activate the menubar mode while one finger of the DH performs a multi-stroke radial gesture. ABSTRACT We propose Radial-Stroke and Finger-Count Shortcuts, two techniques aimed at augmenting the menubar on multi-touch surfaces. We designed these multi-finger two-handed interaction techniques in an attempt to overcome the limitations of direct pointing on interactive surfaces, while maintaining compatibility with traditional interaction techniques. While Radial-Stroke Shortcuts exploit the well-known advantages of Radial Strokes, Finger-Count Shortcuts exploit multi-touch by simply counting the number of fingers of each hand in contact with the surface. We report the results of an experimental evaluation of our technique, focusing on expert-mode performance. Finger-Count Shortcuts outperformed Radial-Stroke Shortcuts in terms of both easiness of learning and performance speed.']",https://hal.sorbonne-universite.fr/hal-01894198,"['0.info', '1.info.info-hc']","['Shortcuts' 'Menus' 'Multi-Touch' 'Finger-Count' 'Radial-Stroke'
 'Augmenting' 'Linear' 'Interaction']","['Shortcuts' 'Radial-Stroke' 'Finger-Count' 'Multi-Touch' 'Menubar'
 'Interaction' 'Techniques' 'Surfaces']"
"['Sven Kratz', 'Michael Rohs', 'Dennis Guse', 'Jörg Müller', 'Gilles Bailly', 'Michael Nischt']","[1026389, 1037398, 1028805, 10738]",['gilles-bailly'],PalmSpace: Continuous Around-Device Gestures vs. Multitouch for 3D Rotation Tasks on Mobile Devices,hal-01894225,2012,10.1145/2254556.2254590,"['Around-device interaction', 'Depth camera', 'Mobile interaction', '3D user interfaces', '3D Rotation', 'Input devices']","[""Rotating 3D objects is a dicult task on mobile devices, because the task requires 3 degrees of freedom and (multi-)touch input only allows for an indirect mapping. We propose a novel style of mobile interaction based on mid-air gestures in proximity of the device to increase the number of DOFs and alleviate the limitations of touch interaction with mobile devices. While one hand holds the device, the other hand performs mid-air gestures in proximity of the device to control 3D objects on the mobile device's screen. A flat hand pose defines a virtual surface which we refer to as the PalmSpace for precise and intuitive 3D rotations. We constructed several hardware prototypes to test our interface and to simulate possible future mobile devices equipped with depth cameras. We conducted a user study to compare 3D rotation tasks using the most promising two designs for the hand location during interaction-behind and beside the device-with the virtual trackball, which is the current state-of-art technique for orientation manipulation on touch-screens. Our results show that both variants of PalmSpace have significantly lower task completion times in comparison to the virtual trackball. Figure 1: Using the pose of the flat hand behind the device to freely rotate a 3D object. A depth camera is used to determine the hand posture.""]",https://hal.sorbonne-universite.fr/hal-01894225,"['0.info', '1.info.info-hc']","['Mobile devices' '3D objects' 'Mid-air gestures' 'PalmSpace'
 'Multi-touch' 'Touch interaction' 'Depth camera' '3D rotations'
 'Virtual trackball']","['3D objects' 'mobile devices' 'mid-air gestures' 'DOFs'
 'touch interaction' 'PalmSpace' 'virtual surface' 'depth cameras'
 'user study' 'task completion times' 'virtual trackball']"
"['Aymeric Becq', 'Jérôme Szewczyk', 'Grégoire Salin', 'Marion Chartier', 'Ulriikka Chaput', 'Romain Leenhardt', 'Xavier Dray', 'Lionel Arrive', 'Marine Camus']",[1101513],,ERCP 2.0: Biliary 3D-reconstruction in patients with malignant hilar stricture,hal-04156125,2023,10.1016/j.clinre.2023.102172,"['ERCP', 'MRCP', 'Segmentation', '3d reconstruction', 'Malignant hilar stricture']","['Background: Endoscopic retrograde cholangiopancreatography (ERCP) for malignant hilar strictures is challenging. The correlation between Magnetic resonance cholangiopancreatography (MRCP) and per ERCP 2D fluoroscopic images is not obvious. The aim of this study was to evaluate the feasibility and potential usefulness of MRCP-based handmade biliary 3D reconstruction in this setting. Methods: Methods Patients who underwent MRCP followed by ERCP for biliary drainage of a malignant hilar stricture at our institution between 2018 and 2020 were reviewed. A handmade 3D segmentation using 3D slicerÓ (Kitware, France) was fashioned and reviewed with an expert radiologist. The primary outcome was the feasibility of biliary segmentation. Results: A total of 16 patients were included. The mean age was 70.1 (+/-8.6) years-old and 68.8% had hilar cholangiocarcinoma. Handmade segmentation was successful in all cases. The agreement between the MRCP interpretation and the 3D reconstruction was 37.5%, as per the Bismuth classification. 3D reconstruction available prior to ERCP could have helped guide for better stent placement in 11 cases (68.8%). Conclusions: MRCP-based biliary 3D segmentation-reconstruction, in patients with malignant hilar stricture is feasible and seems to provide a better anatomical understanding compared to MRCP and could help improve endoscopic management.']",https://hal.sorbonne-universite.fr/hal-04156125,['0.sdv'],"['ERCP' 'MRCP' '3D reconstruction' 'biliary' 'malignant' 'hilar stricture'
 'cholangiopancreatography' 'segmentation']","['ERCP' 'MRCP' 'Malignant hilar stricture' 'Biliary 3D reconstruction'
 'Endoscopic management' 'Bismuth classification']"
"['Micael Carvalho', 'Rémi Cadène', 'David Picard', 'Laure Soulier', 'Nicolas Thome', 'Matthieu Cord']","[173554, 8070, 181803, 13617]","['rcadene', 'soulierl', 'nicolas-thome', 'matthieucord']",Cross-Modal Retrieval in the Cooking Context,hal-01839068,2018,10.1145/3209978.3210036,"['Cross-modal Retrieval', 'Semantic Embeddings', 'Neural networks Computer science', 'Deep Learning', 'Multimedia and multimodal retrieval']","['Designing powerful tools that support cooking activities has rapidly gained popularity due to the massive amounts of available data, as well as recent advances in machine learning that are capable of analyzing them. In this paper, we propose a cross-modal retrieval model aligning visual and textual data (like pictures of dishes and their recipes) in a shared representation space. We describe an effective learning scheme, capable of tackling large-scale problems, and validate it on the Recipe1M dataset containing nearly 1 million picture-recipe pairs. We show the effectiveness of our approach regarding previous state-of-the-art models and present qualitative results over computational cooking use cases.', '.']",https://hal.science/hal-01839068,"['0.info', '1.info.info-cv']",['Design' 'Cooking' 'Machine Learning' 'Cross-Modal Retrieval' 'Recipe'],"['Cross-Modal Retrieval' 'Cooking' 'Machine Learning' 'Visual Data'
 'Textual Data' 'Recipe' 'Picture-Recipe Pairs']"
"['Laure Soulier', 'Chirag Shah', 'Lynda Tamine']","[8070, 963520, 744669]","['soulierl', 'lynda-tamine-lechani']",User-Driven System-Mediated Collaborative Information Retrieval,hal-01132594,2014,10.1145/2600428.2609598,"['Collaborative information retrieval', 'User study', 'Role mining']","[""Most of the previous approaches surrounding collaborative information retrieval (CIR) provide either a user-based me-diation, in which the system only supports users' collab-orative activities, or a system-based mediation, in which the system plays an active part in balancing user roles, re-ranking results, and distributing them to optimize overall retrieval performance. In this paper, we propose to com-bine both of these approaches by a role mining methodology that learns from users' actions about the retrieval strategy they adapt. This hybrid method aims at showing how users are different and how to use these differences for suggesting roles. The core of the method is expressed as an algorithm that (1) monitors users' actions in a CIR setting; (2) discov-ers differences among the collaborators along certain dimen-sions; and (3) suggests appropriate roles to make the most out of individual skills and optimize IR performance. Our approach is empirically evaluated and relies on two different laboratory studies involving 70 pairs of users. Our experi-ments show promising results that highlight how role min-ing could optimize the collaboration within a search session. The contributions of this work include a new algorithm for mining user roles in collaborative IR, an evaluation method-ology, and a new approach to improve IR performance with the operationalization of user-driven system-mediated col-laboration.""]",https://hal.science/hal-01132594v2,"['0.info', '1.info.info-ir']","['Collaborative Information Retrieval' 'User-Driven System-Mediated'
 'Role Mining' 'Algorithm' 'Information Retrieval' 'Collaborative IR'
 'User Roles' 'IR Performance']","['Collaborative Information Retrieval' 'User-Driven System-Mediated'
 'Role Mining' 'Information Retrieval' 'Collaborative IR' 'User Roles'
 'IR Performance' 'System-Based Mediation' 'User-Based Mediation']"
"['Lynda Tamine', 'Laure Soulier', 'Lamjed Ben Jabeur', 'Frédéric Amblard', 'Chihab Hanachi', 'Gilles Hubert', 'Camille Roth']","[744669, 8070, 935223, 10741, 980773, 737483, 1042429]","['lynda-tamine-lechani', 'soulierl', 'frederic-amblard', 'ghubert', 'camille-roth']",Social Media-Based Collaborative Information Access: Analysis of Online Crisis-Related Twitter Conversations,hal-03597237,2016,10.1145/2914586.2914589,"['Collaboration', 'Information Access', 'Twitter', 'Topic Mod-els', 'Social Networks']","['The notion of implicit (or explicit) collaborative information access refers to systems and practices allowing a group of users to unintentionally (respectively intentionally) seek, share and retrieve information to achieve similar (respectively shared) information-related goals. Despite an increasing adoption in social environments, collaboration behavior in information seeking and retrieval is mainly limited to small-sized groups, generally restricted to working spaces. Much remains to be learned about collaborative information seeking within open web social spaces. This paper is an attempt to better understand either implicit or explicit collaboration by studying Twitter, one of the most popular and widely used social networks. We study in particular the complex intertwinement of human interactions induced by both collaboration and social networking. We empirically explore explicit collaborative interactions based on focused conversation streams during two crisis. We identify structural patterns of temporally representative conversation subgraphs and represent their topics using Latent Dirichlet Allocation (LDA) modeling. Our main findings suggest that: 1) the critical mass of collaboration is generally limited to small-sized flat networks, with or without an influential user, 2) users are active as members of weakly overlapping groups and engage in numerous collaborative search and sharing tasks dealing with different topics, and 3) collaborative group ties evolve within the time-span of conversations.']",https://sciencespo.hal.science/hal-03597237,"['0.info', '1.info.info-wb', '0.info', '1.info.info-si', '0.info', '1.info.info-tt', '0.info', '1.info.info-hc', '0.shs', '1.shs.socio']","['Collaborative Information Access' 'Social Media' 'Twitter'
 'Information Seeking' 'Information Retrieval' 'Crisis']","['Collaborative Information Access' 'Social Media' 'Information Seeking'
 'Twitter' 'Collaboration Behavior' 'Social Networks' 'Crisis'
 'Latent Dirichlet Allocation' 'Conversation Streams'
 'Online Conversations']"
"['Gia-Hung Nguyen', 'Lynda Tamine', 'Laure Soulier', 'Nathalie Bricon-Souf']","[986757, 744669, 8070, 742823]","['lynda-tamine-lechani', 'soulierl', 'nathalie-souf']",Learning Concept-Driven Document Embeddings for Medical Information Search,hal-01517094,2017,10.1007/978-3-319-59758-4_17,"['Medical concepts', 'Representation learning', 'Medical information search', 'Knowl- edge resource']","['Many medical tasks such as self-diagnosis, health-care assessment , and clinical trial patient recruitment involve the usage of information access tools. A key underlying step to achieve such tasks is the document-to-document matching which mostly fails to bridge the gap identified between raw level representations of information in documents and high-level human interpretation. In this paper, we study how to optimize the document representation by leveraging neural-based approaches to capture latent representations built upon both validated medical concepts specified in an external resource as well as the used words. We experimentally show the effectiveness of our proposed model used as a support of two different medical search tasks, namely health search and clinical search for cohorts.']",https://hal.sorbonne-universite.fr/hal-01517094,"['0.info', '1.info.info-ir']","['Medical' 'Document' 'Information' 'Search' 'Neural' 'Representation'
 'Latent' 'Concepts' 'Embedded']","['document representation' 'neural-based approaches' 'medical concepts'
 'document embeddings' 'medical information search' 'health search'
 'clinical search' 'clinical trial patient recruitment']"
"['Laure Soulier', 'Lynda Tamine', 'Gia-Hung Nguyen']","[8070, 744669, 986757]","['soulierl', 'lynda-tamine-lechani']",Answering Twitter Questions: a Model for Recommending Answerers through Social Collaboration,hal-01353587,2016,10.1145/2983323.2983771,"['Social Network Question-Answering', 'Social information retrieval', 'Collaborative group recommen-dation']","['In this paper, we specifically consider the challenging task of solving a question posted on Twitter. The latter generally remains unanswered and most of the replies, if any, are only from members of the questioner\'s neighborhood. As outlined in previous work related to community Q&A, we believe that question-answering is a collaborative process and that the relevant answer to a question post is an aggregation of answer nuggets posted by a group of relevant users. Thus, the problem of identifying the relevant answer turns into the problem of identifying the right group of users who would provide useful answers and would possibly be willing to collaborate together in the long-term. Accordingly, we present a novel method, called CRAQ, that is built on the collaboration paradigm and formulated as a group entropy optimization problem. To optimize the quality of the group, an information gain measure is used to select the most likely "" informative "" users according to topical and collaboration likelihood predictive features. Crowd-based experiments performed on two crisis-related Twitter datasets demonstrate the effectiveness of our collaborative-based answering approach.']",https://hal.sorbonne-universite.fr/hal-01353587,"['0.info', '1.info.info-ir']","['question' 'answering' 'Twitter' 'collaboration' 'community Q&A'
 'group entropy' 'optimization' 'information gain' 'social collaboration'
 'recommender system']","['question answering' 'Twitter' 'collaborative process' 'community Q&A'
 'group entropy' 'optimization problem' 'information gain'
 'social collaboration' 'crisis-related datasets']"
"['Laure Soulier', 'Lamjed Ben Jabeur', 'Lynda Tamine', 'Wahiba Bahsoun']","[8070, 935223, 744669, 935224]","['soulierl', 'lynda-tamine-lechani']",On Ranking Relevant Entities in Heterogeneous Networks Using a Language-Based Model,hal-00856667,2013,10.1002/asi.22762,"['Relevance Ranking', 'Information Retrieval', 'Information Resources Management']","['A new challenge, accessing multiple relevant entities, arises from the availability of linked heterogeneous data. In this article, we address more specifically the problem of accessing relevant entities, such as publications and authors within a bibliographic network, given an information need. We propose a novel algorithm, called BibRank, that estimates a joint relevance of documents and authors within a bibliographic network. This model ranks each type of entity using a score propagation algorithm with respect to the query topic and the structure of the underlying bi-type information entity network. Evidence sources, namely content-based and network-based scores, are both used to estimate the topical similarity between connected entities. For this purpose, authorship relationships are analyzed through a language model-based score on the one hand and on the other hand, non topically related entities of the same type are detected through marginal citations. The article reports the results of experiments using the Bibrank algorithm for an information retrieval task. The CiteSeerX bibliographic data set forms the basis for the topical query automatic generation and evaluation. We show that a statistically significant improvement over closely related ranking models is achieved.']",https://hal.science/hal-00856667v2,"['0.info', '1.info.info-it', '0.info', '1.info.info-ir']","['Linked data' 'heterogeneous data' 'entity ranking'
 'bibliographic network' 'information need' 'algorithm' 'relevance'
 'query topic' 'entity network' 'evidence sources' 'content-based'
 'network-based' 'authorship relationships' 'language model'
 'marginal citations' 'information retrieval' 'ranking models']","['relevance' 'entities' 'linked data' 'bibliographic network'
 'information need' 'algorithm' 'document' 'author' 'ranking'
 'score propagation' 'query topic' 'information entity network'
 'evidence sources' 'topical similarity' 'language model'
 'authorship relationships' 'marginal citations' 'information retrieval'
 'bibliographic data' 'ranking models']"
"['Laure Soulier', 'Lynda Tamine', 'Wahiba Bahsoun']","[8070, 744669, 935224]","['soulierl', 'lynda-tamine-lechani']",On Domain Expertise-based Roles in Collaborative Information Retrieval,hal-01118658,2014,10.1016/j.ipm.2014.04.002,"['Collaborative Information Retrieval', 'Ranking Model', 'Domain Expertise', 'Learning-Method']","['Collaborative information retrieval involves retrieval settings in which a group of users collaborates to satisfy the same underlying need. One core issue of collaborative IR models involves either supporting collaboration with adapted tools or developing IR models for a multiple-user context and pro-viding a ranked list of documents adapted for each collaborator. In this paper, we introduce the first document-ranking model supporting collab-oration between two users characterized by roles relying on different do-main expertise levels. Specifically, we propose a two-step ranking model: we first compute a document-relevance score, taking into consideration do-main expertise-based roles. We introduce specificity and novelty factors into language-model smoothing, and then we assign, via an Expectation-Maximization algorithm, documents to the best-suited collaborator. Our experiments employ a simulation-based framework of collaborative informa-tion retrieval and show the significant effectiveness of our model at different search levels.']",https://hal.science/hal-01118658v2,"['0.info', '1.info.info-ir', '0.info', '1.info.info-it']","['Collaborative IR' 'Information Retrieval' 'Domain Expertise' 'Roles'
 'Two-Step Ranking Model']","['Collaborative information retrieval' 'multiple-user context'
 'ranked list of documents' 'document-ranking model'
 'domain expertise levels' 'language-model smoothing'
 'Expectation-Maximization algorithm' 'simulation-based framework']"
"['Mathias Vast', 'Yuxuan Zong', 'Benjamin Piwowarski', 'Laure Soulier']","[1366751, 1366752, 9362, 8070]","['benjamin-piwowarski', 'soulierl']","Simple Domain Adaptation for Sparse Retrievers, Adaptation de Domaine Simple pour la Recherche Parcimonieuse",hal-04517668,2024,10.1007/978-3-031-56063-7_32,"['Pretrained Language Models', 'Cross-Topic Adaptation', 'Zero-Shot']","['n Information Retrieval, and more generally in Natural Language Processing, adapting models to specific domains is conducted through fine-tuning. Despite the successes achieved by this method and its versa- tility, the need for human-curated and labeled data makes it impractical to transfer to new tasks, domains, and/or languages when training data doesn’t exist. Using the model without training (zero-shot) is another option that however suffers an effectiveness cost, especially in the case of first-stage retrievers. Numerous research directions have emerged to tackle these issues, most of them in the context of adapting to a task or a language. However, the literature is scarcer for domain (or topic) adaptation. In this paper, we address this issue of cross-topic discrepancy for a sparse first-stage retriever by transposing a method initially designed for language adaptation. By leveraging pre-training on the target data to learn domain-specific knowledge, this technique alleviates the need for annotated data and expands the scope of domain adaptation. Despite their relatively good generalization ability, we show that even sparse retrievers can benefit from our simple domain adaptation method.', 'Dans le cadre de la Recherche d\'Information (RI), l\'apprentissage des modèles repose fortement sur l\'approche ""pré-entraîner puis affiner"". Malgré ses très bons résultats, cette méthode nécessite d\'avoir accès à un jeu de données labellisées ce qui complique son application à de nouveaux domaines ou langues, en particulier si ceux-ci sont faiblement fournis. Cet article propose une solution simple au transfert d\'un modèle de recherche parcimonieux, SPLADE, vers des domaines sans données labellisées.']",https://hal.sorbonne-universite.fr/hal-04517668,"['0.info', '1.info.info-ir']","['Information Retrieval' 'Domain Adaptation' 'Natural Language Processing'
 'Sparse Retrievers' 'Pre-training' 'Domain Specific Knowledge'
 'Zero-shot']","['Information Retrieval' 'Natural Language Processing' 'fine-tuning'
 'domain adaptation' 'language adaptation' 'sparse retrievers'
 'model adaptation' 'cross-topic discrepancy' 'pre-training'
 'domain-specific knowledge' 'annotated data' 'generalization ability']"
