authFullName_s,authIdHal_i,authIdHal_s,title_s,halId_s,producedDateY_i,doiId_s,keyword_s,abstract_s,uri_s,domain_s
"['Jörg Müller', 'Robert Walter', 'Gilles Bailly', 'Michael Nischt', 'Florian Alt']","[1028805, 1011670, 10738, 1020099]",['gilles-bailly'],Looking Glass: A Field Study on Noticing Interactivity of a Shop Window,hal-01894214,2012,10.1145/2207676.2207718,"['Interactivity', 'Noticing Interactivity', 'Public Displays', 'User Representation']","['In this paper we present our findings from a lab and a field study investigating how passers-by notice the interactivity of public displays. We designed an interactive installation that uses visual feedback to the incidental movements of passers-by to communicate its interactivity. The lab study reveals: (1) Mirrored user silhouettes and images are more effective than avatar-like representations. (2) It takes time to notice the interactivity (approximately 1.2s). In the field study, three displays were installed during three weeks in shop windows, and data about 502 interaction sessions were collected. Our observations show: (1) Significantly more passers-by interact when immediately showing the mirrored user image (+90%) or silhouette (+47%) compared to a traditional attract sequence with call-to-action. (2) Passers-by often notice inter-activity late and have to walk back to interact (the landing effect). (3) If somebody is already interacting, others begin interaction behind the ones already interacting, forming multiple rows (the honeypot effect). Our findings can be used to design public display applications and shop windows that more effectively communicate interactivity to passers-by.']",https://hal.sorbonne-universite.fr/hal-01894214,"['0.info', '1.info.info-hc']"
"['Gilles Bailly', 'Jörg P. Müller', 'Michael Rohs', 'Daniel J. Wigdor', 'Sven Kratz']","[10738, 1028805, 1026389, 941263]",['gilles-bailly'],ShoeSense: A New Perspective on Hand Gestures and Wearable Applications,hal-01894218,2012,10.1145/2207676.2208576,"['Human Factors', 'Experimentation', 'Mobile', 'Wearable', 'Gestures', 'Gesture set', 'Shoe', 'Sensor placement']","['When the user is engaged with a real-world task it can be inappropriate or difficult to use a smartphone. To address this concern, we developed ShoeSense, a wearable system consisting in part of a shoe-mounted depth sensor pointing upward at the wearer. ShoeSense recognizes relaxed and discreet as well as large and demonstrative hand gestures. In particular, we designed three gesture sets (Triangle, Radial, and Finger-Count) for this setup, which can be performed without visual attention. The advantages of ShoeSense are illustrated in five scenarios: (1) quickly performing frequent operations without reaching for the phone, (2) discreetly performing operations without disturbing others, (3) enhancing operations on mobile devices, (4) supporting accessibility, and (5) artistic performances. We present a proof-of-concept, wearable implementation based on a depth camera and report on a lab study comparing social acceptability, physical and mental demand, and user preference. A second study demonstrates a 94-99% recognition rate of our recognizers.']",https://hal.sorbonne-universite.fr/hal-01894218,"['0.info', '1.info.info-hc']"
"['Maurice ten Koppel', 'Gilles Bailly', 'Jörg Müller', 'Robert Walter']","[10738, 1028805, 1011670]",['gilles-bailly'],Chained displays,hal-01894211,2012,10.1145/2207676.2207720,"['Public displays', 'Form factor', 'Chained displays', 'Field study']","['Most interactive public displays currently rely on flat screens. This form factor impacts how users (1) notice the public display (2) develop motivation and (3) (socially) interact with the public display. In this paper, we present Chained Displays, a combination of several screens to create different form factors for interactive public displays. We also present a design space based on two complementary concepts, Focus and Nimbus, to describe and compare chained display configurations. Finally, we performed a field study comparing three chained displays: Flat, Concave, and Hexagonal. Results show that Flat triggers the strongest honeypot effect, Hexagonal causes low social learning, and Concave triggers the smallest amount of simultaneously interacting users among other findings.']",https://hal.sorbonne-universite.fr/hal-01894211,"['0.info', '1.info.info-hc']"
"['Gilles Bailly', 'Antti Oulasvirta', 'Timo Kötzing', 'Sabrina Hoppe']",[10738],['gilles-bailly'],MenuOptimizer: interactive optimization of menu systems,hal-01528320,2013,10.1145/2501988.2502024,"['Predictive models', 'Interactive optimization ACM Classification Keywords H5m Information interfaces and presentation eg', 'HCI Miscellaneous']","[""Menu systems are challenging to design because design spaces are immense, and several human factors affect user behavior. This paper contributes to the design of menus with the goal of interactively assisting designers with an optimizer in the loop. To reach this goal, 1) we extend a predictive model of user performance to account for expectations as to item groupings; 2) we adapt an ant colony optimizer that has been proven efficient for this class of problems; and 3) we present MenuOptimizer, a set of interactions integrated into a real interface design tool (QtDe-signer). MenuOptimizer supports designers' abilities to cope with uncertainty and recognize good solutions. It allows designers to delegate combinatorial problems to the optimizer, which should solve them quickly enough without disrupting the design process. We show evidence that satisfactory menu designs can be produced for complex problems in minutes.""]",https://hal.sorbonne-universite.fr/hal-01528320,"['0.info', '1.info.info-hc']"
"['Gilles Bailly', 'Éric Lecolinet', 'Laurence Nigay']","[10738, 174384, 9671]","['gilles-bailly', 'eric-lecolinet', 'laurence-nigay']",Visual Menu Techniques,hal-01258368,2017,10.1145/3002171,"['Menus', 'Menu techniques', 'Menu selection', 'Interaction techniques', 'HCI']","['Menus are used for exploring and selecting commands in interactive applications. They are widespread in current systems and used by a large variety of users. As a consequence, they have motivated many studies in Human-Computer Interaction (HCI). Facing the large variety of menus, it is difficult to have a clear understanding of the design possibilities and to ascertain their similarities and differences. In this article, we address a main challenge of menu design: the need to characterize the design space of menus. To do this, we propose a taxonomy of menu properties that structures existing work on visual menus. In order to highlight the impact of the properties on performance, we begin by refining performance through a list of quality criteria and by reviewing existing analytical and empirical methods for quality evaluation. The taxonomy of menu properties is an unavoidable step toward the elaboration of advanced predictive models of menu performance and the optimization of menus. A key point of this work is to focus both on menus and on the properties of menus, to enable a fine-grained analysis in terms of performance.']",https://hal.science/hal-01258368v2,"['0.info', '1.info.info-hc']"
"['Katta Spiel', 'Emeline Brulé', 'Christopher Frauenberger', 'Gilles Bailly', 'Geraldine Fitzpatrick']","[6180, 1034518, 10738, 1018519]","['emeline-brule', 'gilles-bailly']",Micro-Ethics for Participatory Design with Marginalised Children,hal-01839208,2018,10.1145/3210586.3210603,"['Children', 'Participatory Research', 'Ethics', 'HCI-Sorbonne', 'Marginalisation', 'Accessibility theory', 'Design']","['Marginalised children are uniquely vulnerable within western societies. Conducting participatory design research with them comes with particular ethical challenges, some of which we illustrate in this paper. Through several examples across two different partic-ipatory design projects (one with autistic children, another with visually impaired children), we reflect on the often overlooked tensions on the level of micro-ethics. We argue we are often required to rely on multiple moral frames of references. We discuss issues that the immediate interaction between researchers and marginalised children in participatory projects can bring and offer an understanding of how micro-ethics manifest in these collaborations. We contribute to a theoretical exploration of ethical encounters based on empirical grounds, which can guide other researchers in their participatory endeavours.']",https://hal.science/hal-01839208,"['0.shs', '1.shs.edu', '0.shs', '1.shs.info', '0.shs', '1.shs.socio']"
"['Gilles Bailly', 'Eric Lecolinet', 'Laurence Nigay']","[10738, 174384, 9671]","['gilles-bailly', 'eric-lecolinet', 'laurence-nigay']","Flower Menus: A New Type of Marking Menu with Large Menu Breadth, Within groups and Efficient Expert Mode Memorization",hal-01894182,2008,10.1145/1385569.1385575,"['H52 User Interfaces Interaction styles I36 Methodology and Techniques Interaction techniques General Terms Design', 'Human Factors', 'Marking menus', 'Polygon menus', 'Flower menus', 'Within groups', 'Curved gestures', 'Novice mode', 'Expert mode', 'Learning performance']","['This paper presents Flower menu, a new type of Marking menu that does not only support straight, but also curved gestures for any of the 8 usual orientations. Flower menus make it possible to put many commands at each menu level and thus to create as large a hierarchy as needed for common applications. Indeed our informal analysis of menu breadth in popular applications shows that a quarter of them have more than 16 items. Flower menus can easily contain 20 items and even more (theoretical maximum of 56 items). Flower menus also support within groups as well as hierarchical groups. They can thus favor breadth organization (within groups) or depth organization (hierarchical groups): as a result, the designers can lay out items in a very flexible way in order to reveal meaningful item groupings. We also investigate the learning performance of the expert mode of Flower menus. A user experiment is presented that compares linear menus (baseline condition), Flower menus and Polygon menus, a variant of Marking menus that supports a breadth of 16 items. Our experiment shows that Flower menus are more efficient than both Polygon and Linear menus for memorizing command activation in expert mode.']",https://hal.sorbonne-universite.fr/hal-01894182,"['0.info', '1.info.info-hc']"
"['Gilles Bailly', 'Antti Oulasvirta', 'Duncan P. Brumby', 'Andrew Howes']","[10738, 1026404, 1006487]",['gilles-bailly'],Model of visual search and selection time in linear menus,hal-01820441,2014,10.1145/2556288.2557093,"['Linear menus', 'User Performance', 'Mathematical predictive models', 'Visual search', 'Eye-tracking']","['This paper presents a novel mathematical model for visual search and selection time in linear menus. Assuming two visual search strategies, serial and directed, and a pointing sub-task, it captures the change of performance with five factors: 1) menu length, 2) menu organization, 3) target position , 4) absence/presence of target, and 5) practice. The novel aspect is that the model is expressed as probability density distribution of gaze, which allows for deriving total selection time. We present novel data that replicates and extends the Nielsen menu selection paradigm and uses eye-tracking and mouse tracking to confirm model predictions. The same parametrization yielded a high fit to both menu selection time and gaze distributions. The model has the potential to improve menu designs by helping designers identify more effective solutions without conducting empirical studies.']",https://hal.sorbonne-universite.fr/hal-01820441,"['0.info', '1.info.info-hc']"
"['Gilles Bailly', 'Thomas Pietrzak', 'Jonathan Deber', 'Daniel J. Wigdor']","[10738, 1575, 941262, 941263]","['gilles-bailly', 'thomaspietrzak']",Metamorphe: Augmenting Hotkey Usage with Actuated Keys,hal-00822359,2013,10.1145/2470654.2470734,"['User-Defined Gestures', 'Shape-Changing Interface', 'Hotkeys', 'Height-Changing keys', 'Augmented keyboard', 'Human - Computer Interaction']","['Hotkeys are an efficient method of selecting commands on a keyboard. However, these shortcuts are often underused by users. We present Metamorphe, a novel keyboard with keys that can be individually raised and lowered to promote hotkeys usage. MÃ©tamorphe augments the output of traditional keyboards with haptic and visual feedback, and offers a novel design space for user input on raised keys (e.g., gestures such as squeezing or pushing the sides of a key). We detail the implementation of Metamorphe and discuss design factors. We also report two user studies. The first is a user-defined interface study that shows that the new input vocabulary is usable and useful, and provides insights into the mental models that users associate with raised keys. The second user study shows improved eyes-free selection performance for raised keys as well as the surrounding unraised keys.']",https://inria.hal.science/hal-00822359,"['0.info', '1.info.info-hc', '0.info', '1.info.info-dl']"
"['Sylvain Malacria', 'Gilles Bailly', 'Joel Harrison', 'Andy Cockburn', 'Carl Gutwin']","[6822, 10738, 1016856]","['sylvain-malacria', 'gilles-bailly']",Promoting Hotkey Use through Rehearsal with ExposeHK,hal-01894253,2013,10.1145/2470654.2470735,"['Keyboard Shortcuts', 'Author Keywords Hotkeys', 'Shortcuts', 'Rehearsal', 'Menus', 'Expert Mode', 'Novice Mode', 'Command Selection', 'Keyboard Shortcuts']","['Keyboard shortcuts allow fast interaction, but they are known to be infrequently used, with most users relying heavily on traditional pointer-based selection for most commands. We describe the goals, design, and evaluation of ExposeHK, a new interface mechanism that aims to increase hotkey use. ExposeHK’s four key design goals are: 1) enable users to browse hotkeys; 2) allow non-expert users to issue hotkey commands as a physical rehearsal of expert performance; 3) exploit spatial memory to assist non-expert users in identifying hotkeys; and 4) maximise expert performance by using consistent shortcuts in a flat command hierarchy. ExposeHK supports these objectives by displaying hotkeys overlaid on their associated commands when a modifier key is pressed. We evaluated ExposeHK in three empirical studies using toolbars, menus, and a tabbed ‘ribbon’ toolbar. Results show that participants used more hotkeys, and used them more often, with ExposeHK than with other techniques; they were faster with ExposeHK than with either pointing or other hotkey methods; and they strongly preferred ExposeHK. Our research shows that ExposeHK can substantially improve the user’s transition from a ‘beginner mode’ of interaction to a higher level of expertise.']",https://hal.science/hal-01894253,"['0.info', '1.info.info-hc']"
"['Gilles Bailly', 'Eric Lecolinet', 'Yves Guiard']","[10738, 174384, 173797]","['gilles-bailly', 'eric-lecolinet', 'yves-guiard']",Finger-Count & Radial-Stroke Shortcuts: Two Techniques for Augmenting Linear Menus on Multi-Touch Surfaces,hal-01894198,2010,10.1145/1753326.1753414,"['Menu techniques', 'Multi-touch', 'Multi-finger interaction', 'Two-handed interaction']","['Figure 1: Left: Finger-Count Shortcuts: the non-dominant hand (NDH) selects the pulldown menu in the menubar while the dominant hand (DH) selects the item. Favorite Menus (resp. items) are selected according to the number of fingers of the NDH (resp. DH) that are pressed on the surface. Right: Radial-Stroke Shortcuts: at least two fingers of the NDH are pressed to activate the menubar mode while one finger of the DH performs a multi-stroke radial gesture. ABSTRACT We propose Radial-Stroke and Finger-Count Shortcuts, two techniques aimed at augmenting the menubar on multi-touch surfaces. We designed these multi-finger two-handed interaction techniques in an attempt to overcome the limitations of direct pointing on interactive surfaces, while maintaining compatibility with traditional interaction techniques. While Radial-Stroke Shortcuts exploit the well-known advantages of Radial Strokes, Finger-Count Shortcuts exploit multi-touch by simply counting the number of fingers of each hand in contact with the surface. We report the results of an experimental evaluation of our technique, focusing on expert-mode performance. Finger-Count Shortcuts outperformed Radial-Stroke Shortcuts in terms of both easiness of learning and performance speed.']",https://hal.sorbonne-universite.fr/hal-01894198,"['0.info', '1.info.info-hc']"
"['Gilles Bailly', 'J. Müller', 'Eric Lecolinet']","[10738, 174384]","['gilles-bailly', 'eric-lecolinet']",Design and Evaluation of Finger-Count Interaction: Combining multitouch gestures and menus,hal-00830056,2012,10.1016/j.ijhcs.2012.05.006,"['Two-handed interaction', 'Multi-finger interaction', 'Menu techniques', 'Multi-touch']","['Selecting commands on multi-touch displays is still a challenging problem. While a number of gestural vocabularies have been proposed, these are generally restricted to one or two fingers or can be difficult to learn. We introduce Finger-Count gestures, a coherent set of multi-finger and two-handed gestures. Finger-Count gestures are simple, robust, expressive and fast to perform. In order to make these gestures self-revealing and easy to learn, we propose the Finger-Count menu, a menu technique and teaching method for implicitly learning Finger-Count gestures. We discuss the properties, advantages and limitations of Finger-Count interaction from the gesture and menu technique perspectives as well as its integration into three applications. We present alternative designs to increase the number of commands and to enable multi-user scenarios. Following a study which shows that Finger-Count is as easy to learn as radial menus, we report the results of an evaluation investigating which gestures are easier to learn and which finger chords people prefer. Finally, we present Finger-Count for in-the-air gestures. Thereby, the same gesture set can be used from a distance as well as when touching the surface.']",https://imt.hal.science/hal-00830056,"['0.info', '1.info.info-hc']"
"['Sven Kratz', 'Michael Rohs', 'Dennis Guse', 'Jörg Müller', 'Gilles Bailly', 'Michael Nischt']","[1026389, 1037398, 1028805, 10738]",['gilles-bailly'],PalmSpace: Continuous Around-Device Gestures vs. Multitouch for 3D Rotation Tasks on Mobile Devices,hal-01894225,2012,10.1145/2254556.2254590,"['Around-device interaction', 'Depth camera', 'Mobile interaction', '3D user interfaces', '3D Rotation', 'Input devices']","[""Rotating 3D objects is a dicult task on mobile devices, because the task requires 3 degrees of freedom and (multi-)touch input only allows for an indirect mapping. We propose a novel style of mobile interaction based on mid-air gestures in proximity of the device to increase the number of DOFs and alleviate the limitations of touch interaction with mobile devices. While one hand holds the device, the other hand performs mid-air gestures in proximity of the device to control 3D objects on the mobile device's screen. A flat hand pose defines a virtual surface which we refer to as the PalmSpace for precise and intuitive 3D rotations. We constructed several hardware prototypes to test our interface and to simulate possible future mobile devices equipped with depth cameras. We conducted a user study to compare 3D rotation tasks using the most promising two designs for the hand location during interaction-behind and beside the device-with the virtual trackball, which is the current state-of-art technique for orientation manipulation on touch-screens. Our results show that both variants of PalmSpace have significantly lower task completion times in comparison to the virtual trackball. Figure 1: Using the pose of the flat hand behind the device to freely rotate a 3D object. A depth camera is used to determine the hand posture.""]",https://hal.sorbonne-universite.fr/hal-01894225,"['0.info', '1.info.info-hc']"
"['Marc Teyssier', 'Gilles Bailly', 'Catherine Pelachaud', 'Eric Lecolinet', 'Andrew R. Conn', 'Anne Roudaut']","[996809, 10738, 179912, 174384, 990894]","['gilles-bailly', 'catherine-pelachaud', 'eric-lecolinet']",Skin-On Interfaces: A Bio-Driven Approach for Artificial Skin Design to Cover Interactive Devices,hal-02340056,2019,10.1145/3332165.3347943,"['Skin', 'Deformable', 'Sensing', 'Peau', 'Malleable', 'Artificial Skin', 'Skin-on', 'Skin']","['We propose a paradigm called Skin-On interfaces, in which interactive devices have their own (artificial) skin, thus enabling new forms of input gestures for end-users (e.g. twist, scratch). Our work explores the design space of Skin-On interfaces by following a bio-driven approach: (1) From a sensory point of view, we study how to reproduce the look and feel of the human skin through three user studies; (2) From a gestural point of view, we explore how gestures naturally performed on skin can be transposed to Skin-On interfaces; (3) From a technical point of view, we explore and discuss different ways of fabricating interfaces that mimic human skin sensitivity and can recognize the gestures observed in the previous study; (4) We assemble the insights of our three exploratory facets to implement a series of Skin-On interfaces and we also contribute by providing a toolkit that enables easy reproduction and fabrication.']",https://telecom-paris.hal.science/hal-02340056,"['0.info', '1.info.info-hc']"
"['Aymeric Becq', 'Jérôme Szewczyk', 'Grégoire Salin', 'Marion Chartier', 'Ulriikka Chaput', 'Romain Leenhardt', 'Xavier Dray', 'Lionel Arrive', 'Marine Camus']",[1101513],,ERCP 2.0: Biliary 3D-reconstruction in patients with malignant hilar stricture,hal-04156125,2023,10.1016/j.clinre.2023.102172,"['ERCP', 'MRCP', 'Segmentation', '3d reconstruction', 'Malignant hilar stricture']","['Background: Endoscopic retrograde cholangiopancreatography (ERCP) for malignant hilar strictures is challenging. The correlation between Magnetic resonance cholangiopancreatography (MRCP) and per ERCP 2D fluoroscopic images is not obvious. The aim of this study was to evaluate the feasibility and potential usefulness of MRCP-based handmade biliary 3D reconstruction in this setting. Methods: Methods Patients who underwent MRCP followed by ERCP for biliary drainage of a malignant hilar stricture at our institution between 2018 and 2020 were reviewed. A handmade 3D segmentation using 3D slicerÓ (Kitware, France) was fashioned and reviewed with an expert radiologist. The primary outcome was the feasibility of biliary segmentation. Results: A total of 16 patients were included. The mean age was 70.1 (+/-8.6) years-old and 68.8% had hilar cholangiocarcinoma. Handmade segmentation was successful in all cases. The agreement between the MRCP interpretation and the 3D reconstruction was 37.5%, as per the Bismuth classification. 3D reconstruction available prior to ERCP could have helped guide for better stent placement in 11 cases (68.8%). Conclusions: MRCP-based biliary 3D segmentation-reconstruction, in patients with malignant hilar stricture is feasible and seems to provide a better anatomical understanding compared to MRCP and could help improve endoscopic management.']",https://hal.sorbonne-universite.fr/hal-04156125,['0.sdv']
"['Lynda Tamine', 'Laure Soulier', 'Lamjed Ben Jabeur', 'Frédéric Amblard', 'Chihab Hanachi', 'Gilles Hubert', 'Camille Roth']","[744669, 8070, 935223, 10741, 980773, 737483, 1042429]","['lynda-tamine-lechani', 'soulierl', 'frederic-amblard', 'ghubert', 'camille-roth']",Social Media-Based Collaborative Information Access: Analysis of Online Crisis-Related Twitter Conversations,hal-03597237,2016,10.1145/2914586.2914589,"['Collaboration', 'Information Access', 'Twitter', 'Topic Mod-els', 'Social Networks']","['The notion of implicit (or explicit) collaborative information access refers to systems and practices allowing a group of users to unintentionally (respectively intentionally) seek, share and retrieve information to achieve similar (respectively shared) information-related goals. Despite an increasing adoption in social environments, collaboration behavior in information seeking and retrieval is mainly limited to small-sized groups, generally restricted to working spaces. Much remains to be learned about collaborative information seeking within open web social spaces. This paper is an attempt to better understand either implicit or explicit collaboration by studying Twitter, one of the most popular and widely used social networks. We study in particular the complex intertwinement of human interactions induced by both collaboration and social networking. We empirically explore explicit collaborative interactions based on focused conversation streams during two crisis. We identify structural patterns of temporally representative conversation subgraphs and represent their topics using Latent Dirichlet Allocation (LDA) modeling. Our main findings suggest that: 1) the critical mass of collaboration is generally limited to small-sized flat networks, with or without an influential user, 2) users are active as members of weakly overlapping groups and engage in numerous collaborative search and sharing tasks dealing with different topics, and 3) collaborative group ties evolve within the time-span of conversations.']",https://sciencespo.hal.science/hal-03597237,"['0.info', '1.info.info-wb', '0.info', '1.info.info-si', '0.info', '1.info.info-tt', '0.info', '1.info.info-hc', '0.shs', '1.shs.socio']"
"['Gia-Hung Nguyen', 'Lynda Tamine', 'Laure Soulier', 'Nathalie Bricon-Souf']","[986757, 744669, 8070, 742823]","['lynda-tamine-lechani', 'soulierl', 'nathalie-souf']",Learning Concept-Driven Document Embeddings for Medical Information Search,hal-01517094,2017,10.1007/978-3-319-59758-4_17,"['Medical concepts', 'Representation learning', 'Medical information search', 'Knowl- edge resource']","['Many medical tasks such as self-diagnosis, health-care assessment , and clinical trial patient recruitment involve the usage of information access tools. A key underlying step to achieve such tasks is the document-to-document matching which mostly fails to bridge the gap identified between raw level representations of information in documents and high-level human interpretation. In this paper, we study how to optimize the document representation by leveraging neural-based approaches to capture latent representations built upon both validated medical concepts specified in an external resource as well as the used words. We experimentally show the effectiveness of our proposed model used as a support of two different medical search tasks, namely health search and clinical search for cohorts.']",https://hal.sorbonne-universite.fr/hal-01517094,"['0.info', '1.info.info-ir']"
"['Laure Soulier', 'Lynda Tamine', 'Gia-Hung Nguyen']","[8070, 744669, 986757]","['soulierl', 'lynda-tamine-lechani']",Answering Twitter Questions: a Model for Recommending Answerers through Social Collaboration,hal-01353587,2016,10.1145/2983323.2983771,"['Social Network Question-Answering', 'Social information retrieval', 'Collaborative group recommen-dation']","['In this paper, we specifically consider the challenging task of solving a question posted on Twitter. The latter generally remains unanswered and most of the replies, if any, are only from members of the questioner\'s neighborhood. As outlined in previous work related to community Q&A, we believe that question-answering is a collaborative process and that the relevant answer to a question post is an aggregation of answer nuggets posted by a group of relevant users. Thus, the problem of identifying the relevant answer turns into the problem of identifying the right group of users who would provide useful answers and would possibly be willing to collaborate together in the long-term. Accordingly, we present a novel method, called CRAQ, that is built on the collaboration paradigm and formulated as a group entropy optimization problem. To optimize the quality of the group, an information gain measure is used to select the most likely "" informative "" users according to topical and collaboration likelihood predictive features. Crowd-based experiments performed on two crisis-related Twitter datasets demonstrate the effectiveness of our collaborative-based answering approach.']",https://hal.sorbonne-universite.fr/hal-01353587,"['0.info', '1.info.info-ir']"
"['Nam Le Hai', 'Thomas Gerald', 'Thibault Formal', 'Jian-Yun Nie', 'Benjamin Piwowarski', 'Laure Soulier']","[1217894, 1105732, 993095, 9362, 8070]","['thomasgerald', 'benjamin-piwowarski', 'soulierl']",CoSPLADE: Contextualizing SPLADE for Conversational Information Retrieval,hal-04168526,2023,10.1007/978-3-031-28244-7_34,"['Information retrieval', 'Conversational search', 'First-stage ranking']","['Conversational search is a difficult task as it aims at retrieving documents based not only on the current user query but also on the full conversation history. Most of the previous methods have focused on a multi-stage ranking approach relying on query reformulation, a critical intermediate step that might lead to a sub-optimal retrieval. Other approaches have tried to use a fully neural IR first-stage, but are either zero-shot or rely on full learning-to-rank based on a dataset with pseudo-labels. In this work, leveraging the CANARD dataset, we propose an innovative lightweight learning technique to train a first-stage ranker based on SPLADE. By relying on SPLADE sparse representations, we show that, when combined with a second-stage ranker based on T5Mono, the results are competitive on the TREC']",https://hal.science/hal-04168526,"['0.info', '1.info.info-ir', '0.info', '1.info.info-ai', '0.info', '1.info.info-tt']"
"['Laure Soulier', 'Lynda Tamine', 'Wahiba Bahsoun']","[8070, 744669, 935224]","['soulierl', 'lynda-tamine-lechani']",On Domain Expertise-based Roles in Collaborative Information Retrieval,hal-01118658,2014,10.1016/j.ipm.2014.04.002,"['Collaborative Information Retrieval', 'Ranking Model', 'Domain Expertise', 'Learning-Method']","['Collaborative information retrieval involves retrieval settings in which a group of users collaborates to satisfy the same underlying need. One core issue of collaborative IR models involves either supporting collaboration with adapted tools or developing IR models for a multiple-user context and pro-viding a ranked list of documents adapted for each collaborator. In this paper, we introduce the first document-ranking model supporting collab-oration between two users characterized by roles relying on different do-main expertise levels. Specifically, we propose a two-step ranking model: we first compute a document-relevance score, taking into consideration do-main expertise-based roles. We introduce specificity and novelty factors into language-model smoothing, and then we assign, via an Expectation-Maximization algorithm, documents to the best-suited collaborator. Our experiments employ a simulation-based framework of collaborative informa-tion retrieval and show the significant effectiveness of our model at different search levels.']",https://hal.science/hal-01118658v2,"['0.info', '1.info.info-ir', '0.info', '1.info.info-it']"
"['Mathias Vast', 'Yuxuan Zong', 'Benjamin Piwowarski', 'Laure Soulier']","[1366751, 1366752, 9362, 8070]","['benjamin-piwowarski', 'soulierl']","Simple Domain Adaptation for Sparse Retrievers, Adaptation de Domaine Simple pour la Recherche Parcimonieuse",hal-04517668,2024,10.1007/978-3-031-56063-7_32,"['Pretrained Language Models', 'Cross-Topic Adaptation', 'Zero-Shot']","['n Information Retrieval, and more generally in Natural Language Processing, adapting models to specific domains is conducted through fine-tuning. Despite the successes achieved by this method and its versa- tility, the need for human-curated and labeled data makes it impractical to transfer to new tasks, domains, and/or languages when training data doesn’t exist. Using the model without training (zero-shot) is another option that however suffers an effectiveness cost, especially in the case of first-stage retrievers. Numerous research directions have emerged to tackle these issues, most of them in the context of adapting to a task or a language. However, the literature is scarcer for domain (or topic) adaptation. In this paper, we address this issue of cross-topic discrepancy for a sparse first-stage retriever by transposing a method initially designed for language adaptation. By leveraging pre-training on the target data to learn domain-specific knowledge, this technique alleviates the need for annotated data and expands the scope of domain adaptation. Despite their relatively good generalization ability, we show that even sparse retrievers can benefit from our simple domain adaptation method.', 'Dans le cadre de la Recherche d\'Information (RI), l\'apprentissage des modèles repose fortement sur l\'approche ""pré-entraîner puis affiner"". Malgré ses très bons résultats, cette méthode nécessite d\'avoir accès à un jeu de données labellisées ce qui complique son application à de nouveaux domaines ou langues, en particulier si ceux-ci sont faiblement fournis. Cet article propose une solution simple au transfert d\'un modèle de recherche parcimonieux, SPLADE, vers des domaines sans données labellisées.']",https://hal.sorbonne-universite.fr/hal-04517668,"['0.info', '1.info.info-ir']"
"['Eléonore Ferrier-Barbut', 'Ignacio Avellino', 'Geoffroy Canlorbe', 'Marie-Aude Vitrani', 'Vanda Luengo']","[22148, 1387051, 4559, 13359]","['ignacio-avellino', 'vitrani', 'vanda-luengo']",Learning With Pedagogical Models: Videos As Adjuncts to Apprenticeship for Surgical Training,hal-04017134,2023,10.1145/3579615,"['Video-based learning', 'Conceptual Fields theory', 'Surgery', 'Guided practice']","['Videos are a powerful media to learn activities through guided physical training such as surgery, especially when they are produced following human learning models and not as ""how-to"" videos. However, their success greatly depends on how they are integrated into the extensive curricula of domains where learning occurs through guided practice. In this work, we investigate the impact of integrating video as a learning tool into the learning curricula of surgery. We created a pedagogical video on surgical hysterectomy through a model based on the Conceptual Fields theory (Vergnaud) and performed two rounds of interviews with seven medical residents, who watched the video freely during their residency in gynecology-obstetrics as they trained with experts. We fnd that videos can complement guided physical training, as they can provide the rationale behind expert action, something that is difcult to explicit during guided training. Still, their linear and static nature limits their integration as true adjuncts. We discuss our vision of moving towards interactive videos created with an ontological approach, developed in a workshop with four expert surgeons, which involves the ability to navigate through levels of information and layers of representations, so that experts can represent information to learners according to pedagogical models that complement their complex and extensive learning curricula.']",https://hal.science/hal-04017134,"['0.info', '1.info.info-hc']"
